TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,55782,28007,50399,25490,52745,26621,,,,0.91013,,,True,,2,,,,,,
1239,Firmicutes,phylum,45396,22938,44279,22424,44727,22636,,,,0.97759,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,43762,22081,42832,21662,43198,21830,,,,0.98102,,,True,,2,1239.00000,91061.00000,,,,
1385,Bacillales,order,42566,21600,41820,21262,42116,21398,,,,0.98435,,,True,,2,1239.00000,91061.00000,1385.00000,,,
186817,Bacillaceae,family,37761,19076,37028,18745,37322,18881,,,,0.98265,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
1386,Bacillus,genus,37581,18986,36810,18628,37115,18773,143175.00000,133085.00000,0.92953,0.98114,0.00000,True,True,0.26187,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,
2759,Eukaryota,superkingdom,21836,9731,16850,7176,19143,8350,,,,0.73744,,,True,,2759,,,,,,
7711,Chordata,phylum,17999,7840,13454,5565,14836,6241,,,,0.70982,,,True,,2759,7711.00000,,,,,
40674,Mammalia,class,17596,7618,13263,5473,14477,6055,,,,0.71843,,,True,,2759,7711.00000,40674.00000,,,,
1408,Bacillus pumilus,species,30919,15615,9453,5085,15731,8192,57495.00000,15016.00000,0.26117,0.32565,0.00000,True,True,0.14180,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,1408.00000
9443,Primates,order,16026,6790,12337,5073,13369,5539,,,,0.74713,,,True,,2759,7711.00000,40674.00000,9443.00000,,,
9604,Hominidae,family,15955,6758,9471,3951,11636,4855,,,,0.58464,,,True,,2759,7711.00000,40674.00000,9443.00000,9604.00000,,
9606,Homo sapiens,species,15800,6668,6979,2994,9787,4118,96953.00000,29403.00000,0.30327,0.44901,0.00000,True,True,0.30223,2759,7711.00000,40674.00000,9443.00000,9604.00000,9605.00000,9606.00000
9605,Homo,genus,15800,6668,6979,2994,9871,4159,9611.00000,2841.00000,0.29560,0.44901,0.00000,True,True,0.31898,2759,7711.00000,40674.00000,9443.00000,9604.00000,9605.00000,
186822,Paenibacillaceae,family,4364,2329,4251,2268,4298,2291,,,,0.97381,,,True,,2,1239.00000,91061.00000,1385.00000,186822.00000,,
44249,Paenibacillus,genus,4296,2293,4200,2241,4237,2260,24134.00000,22907.00000,0.94916,0.97732,0.00000,True,True,0.15254,2,1239.00000,91061.00000,1385.00000,186822.00000,44249.00000,
1224,Proteobacteria,phylum,7859,3794,3681,1848,4869,2388,,,,0.48708,,,True,,2,1224.00000,,,,,
528191,Paenibacillus xylanexedens,species,3847,2057,2544,1376,3157,1696,27580.00000,22166.00000,0.80370,0.66894,0.00000,True,True,0.30813,2,1239.00000,91061.00000,1385.00000,186822.00000,44249.00000,528191.00000
201174,Actinobacteria,phylum,2302,1162,1758,887,2014,1015,,,,0.76334,,,True,,2,201174.00000,,,,,
1760,Actinobacteria,class,2288,1155,1747,883,1997,1006,,,,0.76450,,,True,,2,201174.00000,1760.00000,,,,
561879,Bacillus safensis,species,23560,11644,1496,815,8241,4159,48014.00000,10347.00000,0.21550,0.06999,0.00002,True,True,0.43001,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,561879.00000
1236,Gammaproteobacteria,class,5493,2647,1569,806,2611,1270,,,,0.30450,,,True,,2,1224.00000,1236.00000,,,,
28216,Betaproteobacteria,class,1862,899,1408,682,1557,757,,,,0.75862,,,True,,2,1224.00000,28216.00000,,,,
80840,Burkholderiales,order,1768,858,1334,645,1476,716,,,,0.75175,,,True,,2,1224.00000,28216.00000,80840.00000,,,
72274,Pseudomonadales,order,1419,757,1197,623,1274,668,,,,0.82299,,,True,,2,1224.00000,1236.00000,72274.00000,,,
4890,Ascomycota,phylum,1612,805,1274,613,1349,655,,,,0.76149,,,True,,2759,4890.00000,,,,,
186801,Clostridia,class,1436,770,1055,569,1202,646,,,,0.73896,,,True,,2,1239.00000,186801.00000,,,,
186802,Clostridiales,order,1421,761,1039,559,1179,633,,,,0.73456,,,True,,2,1239.00000,186801.00000,186802.00000,,,
147545,Eurotiomycetes,class,1201,575,1111,522,1143,538,,,,0.90783,,,True,,2759,4890.00000,147545.00000,,,,
5042,Eurotiales,order,1181,557,1107,518,1136,533,,,,0.92998,,,True,,2759,4890.00000,147545.00000,5042.00000,,,
1131492,Aspergillaceae,family,1181,557,1105,517,1134,532,,,,0.92819,,,True,,2759,4890.00000,147545.00000,5042.00000,1131492.00000,,
35493,Streptophyta,phylum,4876,2420,1181,516,2214,1042,,,,0.21322,,,True,,2759,35493.00000,,,,,
5073,Penicillium,genus,1080,496,1040,476,1054,482,8364.00000,7962.00000,0.95194,0.95968,0.00001,True,True,0.03770,2759,4890.00000,147545.00000,5042.00000,1131492.00000,5073.00000,
1108849,Penicillium rubens,species,1074,492,999,456,1019,466,84287.00000,72378.00000,0.85871,0.92683,0.00024,True,True,0.22288,2759,4890.00000,147545.00000,5042.00000,1131492.00000,5073.00000,1108849.00000
1446380,Pinales,order,1030,444,936,400,981,420,,,,0.90090,,,True,,2759,35493.00000,1446380.00000,1446380.00000,,,
186826,Lactobacillales,order,1268,516,967,381,1080,432,,,,0.73837,,,True,,2,1239.00000,91061.00000,186826.00000,,,
85009,Propionibacteriales,order,1220,572,765,358,979,459,,,,0.62587,,,True,,2,201174.00000,1760.00000,85009.00000,,,
31957,Propionibacteriaceae,family,1190,558,757,354,962,450,,,,0.63441,,,True,,2,201174.00000,1760.00000,85009.00000,31957.00000,,
75682,Oxalobacteraceae,family,922,426,772,352,830,379,,,,0.82629,,,True,,2,1224.00000,28216.00000,80840.00000,75682.00000,,
135621,Pseudomonadaceae,family,760,450,577,342,632,372,,,,0.76000,,,True,,2,1224.00000,1236.00000,72274.00000,135621.00000,,
286,Pseudomonas,genus,759,449,570,337,625,367,13311.00000,9841.00000,0.73931,0.75056,0.00000,True,True,0.02580,2,1224.00000,1236.00000,72274.00000,135621.00000,286.00000,
963,Herbaspirillum,genus,870,396,726,330,783,355,37880.00000,33170.00000,0.87566,0.83333,0.00000,True,True,0.12033,2,1224.00000,28216.00000,80840.00000,75682.00000,963.00000,
1912216,Cutibacterium,genus,1164,546,636,308,876,417,16256.00000,11287.00000,0.69433,0.56410,0.00000,True,True,0.27061,2,201174.00000,1760.00000,85009.00000,31957.00000,1912216.00000,
28211,Alphaproteobacteria,class,697,363,557,285,606,310,,,,0.78512,,,True,,2,1224.00000,28211.00000,,,,
468,Moraxellaceae,family,672,317,620,281,638,294,,,,0.88644,,,True,,2,1224.00000,1236.00000,72274.00000,468.00000,,
1747,Cutibacterium acnes,species,1135,529,570,272,820,387,95574.00000,55134.00000,0.57687,0.51418,0.00000,True,True,0.12600,2,201174.00000,1760.00000,85009.00000,31957.00000,1912216.00000,1747.00000
863372,Herbaspirillum huttiense,species,822,379,534,248,639,294,18590.00000,10936.00000,0.58827,0.65435,0.00000,True,True,0.13636,2,1224.00000,28216.00000,80840.00000,75682.00000,963.00000,863372.00000
186804,Peptostreptococcaceae,family,568,313,446,243,487,266,,,,0.77636,,,True,,2,1239.00000,186801.00000,186802.00000,186804.00000,,
356,Rhizobiales,order,481,259,417,216,434,228,,,,0.83398,,,True,,2,1224.00000,28211.00000,356.00000,,,
469,Acinetobacter,genus,482,238,429,202,445,214,,,,0.84874,,,True,,2,1224.00000,1236.00000,72274.00000,468.00000,469.00000,
3318,Pinaceae,family,515,222,468,200,491,210,,,,0.90090,,,True,,2759,35493.00000,1446380.00000,1446380.00000,3318.00000,,
85006,Micrococcales,order,506,235,412,194,448,209,,,,0.82553,,,False,,2,201174.00000,1760.00000,85006.00000,,,
3337,Pinus,genus,481,211,429,187,450,198,9599.00000,6196.00000,0.64548,0.88626,0.81091,False,False,0.58755,2759,35493.00000,1446380.00000,1446380.00000,3318.00000,3337.00000,
33958,Lactobacillaceae,family,662,269,468,186,555,221,,,,0.69145,,,False,,2,1239.00000,91061.00000,186826.00000,33958.00000,,
293387,Bacillus altitudinis,species,12463,6078,331,166,3079,1518,,,,0.02731,,,False,,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,293387.00000
33554,Carnivora,order,561,257,343,158,399,182,,,,0.61479,,,False,,2759,7711.00000,40674.00000,33554.00000,,,
9608,Canidae,family,525,244,327,149,370,169,,,,0.61066,,,False,,2759,7711.00000,40674.00000,33554.00000,9608.00000,9608.00000,9608.00000
4209,Asterales,order,566,210,376,148,413,160,,,,0.70476,,,False,,2759,35493.00000,4209.00000,4209.00000,,,
1268,Micrococcaceae,family,393,178,320,148,348,159,,,,0.83146,,,False,,2,201174.00000,1760.00000,85006.00000,1268.00000,,
9611,Canis,genus,521,242,323,146,363,164,,,,0.60331,,,False,,2759,7711.00000,40674.00000,33554.00000,9608.00000,9611.00000,
1300,Streptococcaceae,family,499,201,372,145,402,160,,,,0.72139,,,False,,2,1239.00000,91061.00000,186826.00000,1300.00000,,
186803,Lachnospiraceae,family,479,256,270,141,339,178,,,,0.55078,,,False,,2,1239.00000,186801.00000,186802.00000,186803.00000,,
9612,Canis lupus,species,512,240,299,139,339,156,,,,0.57917,,,False,,2759,7711.00000,40674.00000,33554.00000,9608.00000,9611.00000,9612.00000
1578,Lactobacillus,genus,630,264,335,137,451,186,25290.00000,23075.00000,0.91242,0.51894,1.00000,False,False,0.93202,2,1239.00000,91061.00000,186826.00000,33958.00000,1578.00000,1578.00000
1301,Streptococcus,genus,382,159,346,137,360,146,34718.00000,22473.00000,0.64730,0.86164,0.53456,False,False,0.50949,2,1239.00000,91061.00000,186826.00000,1300.00000,1301.00000,
85008,Micromonosporales,order,235,161,189,132,206,142,,,,0.81988,,,False,,2,201174.00000,1760.00000,85008.00000,,,
28056,Micromonosporaceae,family,235,161,189,132,206,142,,,,0.81988,,,False,,2,201174.00000,1760.00000,85008.00000,28056.00000,,
80864,Comamonadaceae,family,490,254,256,131,327,167,,,,0.51575,,,False,,2,1224.00000,28216.00000,80840.00000,80864.00000,,
976,Bacteroidetes,phylum,332,146,292,126,307,132,,,,0.86301,,,False,,2,976.00000,,,,,
1501226,Romboutsia,genus,460,255,249,123,303,157,9772.00000,9162.00000,0.93758,0.48235,1.00000,False,False,1.10105,2,1239.00000,186801.00000,186802.00000,186804.00000,1501226.00000,
4447,Liliopsida,class,2747,1378,247,110,803,386,,,,0.07983,,,False,,2759,35493.00000,4447.00000,,,,
3352,Pinus taeda,species,432,193,243,109,314,140,97087.00000,21612.00000,0.22260,0.56477,0.99986,False,False,0.71801,2759,35493.00000,1446380.00000,1446380.00000,3318.00000,3337.00000,3352.00000
1269,Micrococcus,genus,283,131,231,107,248,115,5358.00000,3709.00000,0.69224,0.81679,0.03608,True,False,0.29155,2,201174.00000,1760.00000,85006.00000,1268.00000,1269.00000,
