taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,1040293,698425,1034818,694808,1037489,696573,2,,,,,,
201174,Actinobacteria,phylum,726565,468409,717574,462726,721777,465380,2,201174,,,,,
1760,Actinobacteria,class,726521,468376,716915,462314,721203,465017,2,201174,1760,,,,
85007,Corynebacteriales,order,715320,459940,672859,433360,690354,444294,2,201174,1760,85007,,,
1653,Corynebacteriaceae,family,712698,458055,660251,425223,679601,437365,2,201174,1760,85007,1653,,
1716,Corynebacterium,genus,712721,458081,659254,424652,677792,436265,2,201174,1760,85007,1653,1716,1716
225326,Corynebacterium halotolerans,species,681016,437654,547091,354320,586983,379410,2,201174,1760,85007,1653,1716,225326
1239,Firmicutes,phylum,311220,228157,301626,221597,306024,224587,2,1239,,,,,
91061,Bacilli,class,309001,226538,297313,218454,302530,222054,2,1239,91061,,,,
1385,Bacillales,order,272674,201598,257333,190827,263962,195496,2,1239,91061,1385,,,
186817,Bacillaceae,family,177493,129235,137694,101085,154935,113299,2,1239,91061,1385,186817,,
186818,Planococcaceae,family,114363,85827,84548,64743,97604,73984,2,1239,91061,1385,186818,,
182709,Oceanobacillus,genus,64815,47718,49569,37169,55032,40990,2,1239,91061,1385,186817,182709,
648800,Solibacillus,genus,50136,39339,40535,32366,43662,34671,2,1239,91061,1385,186818,648800,
76853,Solibacillus silvestris,species,45211,35838,39026,31232,40666,32477,2,1239,91061,1385,186818,648800,76853
1569,Sporosarcina,genus,54884,39605,38428,28244,44030,32132,2,1239,91061,1385,186818,1569,1569
1386,Bacillus,genus,76924,55237,37498,27360,51337,37214,2,1239,91061,1385,186817,1386,
186826,Lactobacillales,order,44900,30880,34558,23788,38992,26837,2,1239,91061,186826,,,
1476,Sporosarcina psychrophila,species,46110,33304,34058,25042,37110,27195,2,1239,91061,1385,186818,1569,1476
186828,Carnobacteriaceae,family,33911,23171,24598,17055,27789,19162,2,1239,91061,186826,186828,,
2747,Carnobacterium,genus,30706,20967,22394,15533,25080,17290,2,1239,91061,186826,186828,2747,
1221880,Psychrobacillus,genus,24614,17696,9898,7251,15115,10993,2,1239,91061,1385,186817,1221880,
400634,Lysinibacillus,genus,28503,20593,9625,7129,15776,11568,2,1239,91061,1385,186817,400634,
84406,Virgibacillus,genus,21359,14878,7931,5597,12533,8806,2,1239,91061,1385,186817,84406,
2759,Eukaryota,superkingdom,10441,6928,6589,4338,8469,5598,2759,,,,,,
147709,Carnobacterium inhibens,species,16961,11537,6559,4535,10017,6925,2,1239,91061,186826,186828,2747,147709
85006,Micrococcales,order,30622,20257,6416,4890,15703,10792,2,201174,1760,85006,,,
208596,Carnobacterium sp. 17-4,species,14619,10082,5561,3953,8648,6089,2,1239,91061,186826,186828,2747,208596
1581038,Bacillus sp. FJAT-22090,species,16267,11772,5448,3973,8420,6138,2,1239,91061,1385,186817,1386,1581038
2283160,Psychrobacillus sp. PB01,species,17460,12497,5384,3941,8628,6287,2,1239,91061,1385,186817,1221880,2283160
1268,Micrococcaceae,family,18165,12287,4776,3671,8963,6380,2,201174,1760,85006,1268,,
2070463,Lysinibacillus sp. SGAir0095,species,9897,7284,4430,3278,5557,4106,2,1239,91061,1385,186817,400634,2070463
4890,Ascomycota,phylum,4632,3050,4387,2865,4470,2925,2759,4890,,,,,
147545,Eurotiomycetes,class,4439,2900,4328,2824,4370,2853,2759,4890,147545,,,,
5042,Eurotiales,order,4408,2879,4324,2823,4356,2846,2759,4890,147545,5042,,,
1131492,Aspergillaceae,family,4407,2878,4317,2819,4352,2843,2759,4890,147545,5042,1131492,,
5073,Penicillium,genus,4400,2872,4287,2804,4334,2833,2759,4890,147545,5042,1131492,5073,
1108849,Penicillium rubens,species,4393,2868,4052,2641,4189,2734,2759,4890,147545,5042,1131492,5073,1108849
81852,Enterococcaceae,family,12740,8584,3870,2672,6818,4646,2,1239,91061,186826,81852,,
2303505,Psychrobacillus sp. AK 1817,species,13459,9589,3825,2818,6197,4516,2,1239,91061,1385,186817,1221880,2303505
182710,Oceanobacillus iheyensis,species,12702,8711,3054,2175,4828,3400,2,1239,91061,1385,186817,182709,182710
1350,Enterococcus,genus,10273,6851,3044,2099,5189,3506,2,1239,91061,186826,81852,1350,
98228,Bacillus sp. OxB-1,species,8354,5667,2792,1948,4098,2837,2,1239,91061,1385,186817,1386,98228
186822,Paenibacillaceae,family,9513,6852,2649,1945,5200,3779,2,1239,91061,1385,186822,,
349751,Corynebacterium marinum,species,50247,30608,2445,1568,13937,8661,2,201174,1760,85007,1653,1716,349751
1372,Planococcus,genus,7367,5337,2391,1766,3752,2768,2,1239,91061,1385,186818,1372,
44249,Paenibacillus,genus,7942,5704,2216,1626,3894,2830,2,1239,91061,1385,186822,44249,
1224,Proteobacteria,phylum,13772,9167,2178,1583,7474,5024,2,1224,,,,,
1663,Arthrobacter,genus,9195,6429,2178,1697,4068,3003,2,201174,1760,85006,1268,1663,
1223514,Corynebacterium humireducens,species,50181,30919,2126,1412,13452,8477,2,201174,1760,85007,1653,1716,1223514
90964,Staphylococcaceae,family,9251,6521,2011,1469,4347,3124,2,1239,91061,1385,90964,,
1564681,Carnobacterium sp. CP1,species,7000,4606,1845,1214,3155,2093,2,1239,91061,186826,186828,2747,1564681
2052660,Oceanobacillus sp. 160,species,56659,41968,1818,1396,25737,19288,2,1239,91061,1385,186817,182709,2052660
163877,Virgibacillus necropolis,species,7537,5165,1754,1256,2880,2038,2,1239,91061,1385,186817,84406,163877
1279,Staphylococcus,genus,8257,5793,1718,1245,3480,2495,2,1239,91061,1385,90964,1279,
7711,Chordata,phylum,3070,2104,1674,1072,2159,1421,2759,7711,,,,,
40674,Mammalia,class,2906,1981,1623,1036,2034,1327,2759,7711,40674,,,,
1571,Sporosarcina ureae,species,6893,4766,1619,1172,2572,1850,2,1239,91061,1385,186818,1569,1571
186801,Clostridia,class,4538,3283,1569,1156,2853,2074,2,1239,186801,,,,
1352,Enterococcus faecium,species,4722,3211,1547,1089,2162,1496,2,1239,91061,186826,81852,1350,1352
186802,Clostridiales,order,4337,3138,1495,1100,2648,1926,2,1239,186801,186802,,,
9443,Primates,order,2496,1665,1481,935,1760,1128,2759,7711,40674,9443,,,
1478,Bacillus simplex,species,8085,5935,1365,1024,3314,2486,2,1239,91061,1385,186817,1386,1478
575200,Corynebacterium maris,species,25531,15639,1361,892,6452,4048,2,201174,1760,85007,1653,1716,575200
1421,Lysinibacillus sphaericus,species,12448,8735,1340,993,3463,2494,2,1239,91061,1385,186817,400634,1421
450367,[Brevibacterium] frigoritolerans,species,6822,5115,1332,1069,2978,2320,2,1239,91061,1385,186817,1386,450367
2048654,Solibacillus sp. R5-41,species,7375,5356,1181,860,2483,1832,2,1239,91061,1385,186818,648800,2048654
9604,Hominidae,family,2477,1652,1120,718,1511,977,2759,7711,40674,9443,9604,,
1911587,Virgibacillus sp. 6R,species,5741,3825,1065,755,1802,1243,2,1239,91061,1385,186817,84406,1911587
136857,Corynebacterium testudinoris,species,19946,12044,1053,702,4611,2881,2,201174,1760,85007,1653,1716,136857
1236,Gammaproteobacteria,class,9161,5962,1021,725,4504,2941,2,1224,1236,,,,
28031,Lysinibacillus fusiformis,species,8678,6277,991,753,2425,1786,2,1239,91061,1385,186817,400634,28031
2748,Carnobacterium divergens,species,4012,2591,966,615,1662,1075,2,1239,91061,186826,186828,2747,2748
