TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,949404,635104,931118,623488,940235,629279,,,,0.98171,,,True,,2,,,,,,
1224,Proteobacteria,phylum,683870,449768,654061,430667,667872,439554,,,,0.95753,,,True,,2,1224.00000,,,,,
28211,Alphaproteobacteria,class,485722,324406,455947,305462,468498,313488,,,,0.94160,,,True,,2,1224.00000,28211.00000,,,,
356,Rhizobiales,order,453576,302497,416933,278894,430792,287844,,,,0.92197,,,True,,2,1224.00000,28211.00000,356.00000,,,
45401,Hyphomicrobiaceae,family,421081,281119,390647,261665,401262,268460,,,,0.93080,,,True,,2,1224.00000,28211.00000,356.00000,45401.00000,,
46913,Devosia,genus,417687,278855,383212,256828,395026,264408,46951.00000,36919.00000,0.78633,0.92101,0.00000,True,True,0.39127,2,1224.00000,28211.00000,356.00000,45401.00000,46913.00000,
2499144,Devosia sp. 1566,species,392890,262781,357665,240331,369183,247735,99422.00000,94906.00000,0.95458,0.91457,0.00000,True,True,0.16369,2,1224.00000,28211.00000,356.00000,45401.00000,46913.00000,2499144.00000
201174,Actinobacteria,phylum,262944,183064,249089,173965,255544,178216,,,,0.95030,,,True,,2,201174.00000,,,,,
1760,Actinobacteria,class,262157,182535,247551,172886,253616,176927,,,,0.94714,,,True,,2,201174.00000,1760.00000,,,,
28216,Betaproteobacteria,class,182678,113343,140074,86750,158566,98326,,,,0.76538,,,True,,2,1224.00000,28216.00000,,,,
85006,Micrococcales,order,157903,108871,115581,80274,130818,90587,,,,0.73733,,,True,,2,201174.00000,1760.00000,85006.00000,,,
80840,Burkholderiales,order,176410,109621,126128,78595,145467,90554,,,,0.71697,,,True,,2,1224.00000,28216.00000,80840.00000,,,
85016,Cellulomonadaceae,family,92167,62774,55360,38028,67437,46169,,,,0.60579,,,True,,2,201174.00000,1760.00000,85006.00000,85016.00000,,
1707,Cellulomonas,genus,86311,58799,51266,35233,61165,41913,49694.00000,44720.00000,0.89991,0.59921,1.00000,False,True,0.72724,2,201174.00000,1760.00000,85006.00000,85016.00000,1707.00000,
506,Alcaligenaceae,family,69225,41343,35889,22019,46775,28289,,,,0.53259,,,True,,2,1224.00000,28216.00000,80840.00000,506.00000,,
