TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,199860,193122,182495,176968,190826,184718,,,,0.91635,,,True,,2,,,,,,
1239,Firmicutes,phylum,154443,149226,132837,129104,140769,136522,,,,0.86516,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,91414,88859,85525,83360,87601,85307,,,,0.93812,,,True,,2,1239.00000,91061.00000,,,,
1385,Bacillales,order,87948,85514,82921,80822,84669,82461,,,,0.94513,,,True,,2,1239.00000,91061.00000,1385.00000,,,
186817,Bacillaceae,family,76960,74842,71475,69707,73561,71663,,,,0.93139,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
2651279,Pradoshia,genus,60150,58726,58650,57298,59228,57849,9797.00000,9665.00000,0.98653,0.97568,0.00000,True,True,0.08048,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,
2651284,Pradoshia sp. D12,species,60150,58726,58650,57298,59055,57687,99029.00000,97610.00000,0.98567,0.97568,0.00000,True,True,0.07317,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,2651284.00000
2759,Eukaryota,superkingdom,62768,60328,45831,44599,53949,52137,,,,0.73928,,,True,,2759,,,,,,
186801,Clostridia,class,64226,61407,42618,41219,50074,48218,,,,0.67124,,,True,,2,1239.00000,186801.00000,,,,
186802,Clostridiales,order,63885,61078,42093,40724,49150,47340,,,,0.66675,,,True,,2,1239.00000,186801.00000,186802.00000,186802.00000,186802.00000,186802.00000
7711,Chordata,phylum,42590,41245,28419,27774,32750,31895,,,,0.67339,,,True,,2759,7711.00000,,,,,
40674,Mammalia,class,41622,40359,28180,27541,32058,31246,,,,0.68240,,,True,,2759,7711.00000,40674.00000,,,,
91561,Artiodactyla,order,36158,35339,27202,26590,29593,28930,,,,0.75243,,,True,,2759,7711.00000,40674.00000,91561.00000,,,
2157,Archaea,superkingdom,27873,27089,27236,26484,27543,26776,,,,0.97767,,,True,,2157,,,,,,
28890,Euryarchaeota,phylum,27861,27077,27220,26468,27516,26750,,,,0.97751,,,True,,2157,28890.00000,,,,,
2158,Methanobacteriales,order,27717,26935,27075,26328,27380,26617,,,,0.97746,,,True,,2157,28890.00000,183925.00000,2158.00000,,,
183925,Methanobacteria,class,27717,26935,27075,26328,27381,26617,,,,0.97746,,,True,,2157,28890.00000,183925.00000,,,,
2159,Methanobacteriaceae,family,27717,26935,27048,26304,27343,26583,,,,0.97657,,,True,,2157,28890.00000,183925.00000,2158.00000,2159.00000,,
9895,Bovidae,family,36162,35340,25986,25413,28588,27954,,,,0.71910,,,True,,2759,7711.00000,40674.00000,91561.00000,9895.00000,9895.00000,9895.00000
2172,Methanobrevibacter,genus,25322,24593,24263,23591,24700,24006,41752.00000,41091.00000,0.98417,0.95926,0.00000,True,True,0.15418,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,
976,Bacteroidetes,phylum,23302,22308,16855,16253,19394,18645,,,,0.72857,,,True,,2,976.00000,976.00000,976.00000,976.00000,976.00000,976.00000
200643,Bacteroidia,class,20604,19713,14460,13966,16727,16101,,,,0.70847,,,True,,2,976.00000,200643.00000,,,,
171549,Bacteroidales,order,20417,19535,14279,13797,16490,15880,,,,0.70627,,,True,,2,976.00000,200643.00000,171549.00000,,,
9903,Bos,genus,35766,34952,13626,13335,21508,21041,18463.00000,5700.00000,0.30873,0.38152,0.00000,True,True,0.15332,2759,7711.00000,40674.00000,91561.00000,9895.00000,9903.00000,
77133,uncultured bacterium,species,41220,38082,8460,8142,17887,16895,99225.00000,62662.00000,0.63151,0.21380,1.00000,False,True,0.87559,2,77133.00000,77133.00000,77133.00000,77133.00000,77133.00000,77133.00000
186803,Lachnospiraceae,family,16016,15406,8235,7987,10741,10392,,,,0.51843,,,True,,2,1239.00000,186801.00000,186802.00000,186803.00000,186803.00000,186803.00000
35493,Streptophyta,phylum,16550,15961,7843,7660,10165,9867,,,,0.47992,,,True,,2759,35493.00000,,,,,
541000,Ruminococcaceae,family,21034,19651,7088,6870,10856,10400,,,,0.34960,,,True,,2,1239.00000,186801.00000,186802.00000,541000.00000,,
815,Bacteroidaceae,family,11795,11312,6906,6681,8532,8231,,,,0.59061,,,True,,2,976.00000,200643.00000,171549.00000,815.00000,,
816,Bacteroides,genus,11760,11277,6888,6665,8414,8119,74828.00000,64007.00000,0.85539,0.59103,1.00000,False,True,0.60753,2,976.00000,200643.00000,171549.00000,815.00000,816.00000,816.00000
31979,Clostridiaceae,family,18088,17328,6691,6503,9452,9148,,,,0.37529,,,True,,2,1239.00000,186801.00000,186802.00000,31979.00000,,
1224,Proteobacteria,phylum,19039,18381,6428,6253,10683,10345,,,,0.34019,,,True,,2,1224.00000,1224.00000,1224.00000,1224.00000,1224.00000,1224.00000
201174,Actinobacteria,phylum,12162,11765,6352,6202,8541,8309,,,,0.52716,,,True,,2,201174.00000,,,,,
1609968,Methanobrevibacter sp. YE315,species,11094,10777,6326,6168,8077,7869,99866.00000,96437.00000,0.96566,0.57233,1.00000,False,True,1.05287,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,1609968.00000
1485,Clostridium,genus,15292,14661,5987,5811,7713,7468,45508.00000,39171.00000,0.86075,0.39636,1.00000,False,True,1.01476,2,1239.00000,186801.00000,186802.00000,31979.00000,1485.00000,1485.00000
400634,Lysinibacillus,genus,8035,7819,5699,5575,6505,6354,38646.00000,34987.00000,0.90532,0.71301,0.71391,False,True,0.50516,2,1239.00000,91061.00000,1385.00000,186817.00000,400634.00000,
1918454,Flintibacter,genus,19762,18290,5696,5550,9104,8768,9886.00000,9200.00000,0.93061,0.30344,1.00000,False,True,1.44167,2,1239.00000,186801.00000,186802.00000,1918454.00000,1918454.00000,
2169540,Lysinibacillus sp. 2017,species,6807,6649,5338,5221,5762,5637,98608.00000,92957.00000,0.94269,0.78523,0.00504,True,True,0.48025,2,1239.00000,91061.00000,1385.00000,186817.00000,400634.00000,2169540.00000
1386,Bacillus,genus,10031,9466,5193,4975,6779,6446,24978.00000,22658.00000,0.90712,0.52557,1.00000,False,True,0.90026,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,
2109688,Clostridiales bacterium CCNA10,species,23265,21459,5052,4923,9175,8824,99639.00000,85376.00000,0.85685,0.22941,1.00000,False,True,1.36661,2,1239.00000,186801.00000,186802.00000,2109688.00000,2109688.00000,2109688.00000
4447,Liliopsida,class,8155,7920,4816,4706,5618,5476,,,,0.59419,,,True,,2759,35493.00000,4447.00000,,,,
38820,Poales,order,8040,7811,4801,4691,5554,5414,,,,0.60056,,,True,,2759,35493.00000,4447.00000,38820.00000,,,
4479,Poaceae,family,8031,7802,4792,4682,5461,5328,,,,0.60010,,,True,,2759,35493.00000,4447.00000,38820.00000,4479.00000,,
186822,Paenibacillaceae,family,6211,6020,4557,4459,5012,4894,,,,0.74070,,,True,,2,1239.00000,91061.00000,1385.00000,186822.00000,,
230361,Methanobrevibacter millerae,species,8950,8669,4448,4319,6074,5897,66361.00000,63399.00000,0.95537,0.49821,1.00000,False,True,1.14863,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,230361.00000
44249,Paenibacillus,genus,5591,5459,4395,4306,4696,4595,19807.00000,19604.00000,0.98975,0.78879,1.00000,False,True,0.75222,2,1239.00000,91061.00000,1385.00000,186822.00000,44249.00000,
186818,Planococcaceae,family,6676,6440,3559,3481,4827,4685,,,,0.54053,,,True,,2,1239.00000,91061.00000,1385.00000,186818.00000,,
648800,Solibacillus,genus,4662,4553,3120,3058,3697,3621,13270.00000,12231.00000,0.92170,0.67165,1.00000,False,True,0.65317,2,1239.00000,91061.00000,1385.00000,186818.00000,648800.00000,
84998,Coriobacteriia,class,5225,5079,3086,3008,3902,3801,,,,0.59224,,,True,,2,201174.00000,84998.00000,,,,
1760,Actinobacteria,class,7329,7070,3063,2996,4415,4291,,,,0.42376,,,True,,2,201174.00000,1760.00000,,,,
