TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,242174,233957,221755,214873,231469,223941,,,,0.91843,,,True,,2,,,,,,
1239,Firmicutes,phylum,192400,185898,170356,165498,178399,172945,,,,0.89026,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,133511,129571,127111,123766,129429,125876,,,,0.95520,,,True,,2,1239.00000,91061.00000,,,,
1385,Bacillales,order,131466,127653,125622,122344,127738,124271,,,,0.95841,,,True,,2,1239.00000,91061.00000,1385.00000,,,
186817,Bacillaceae,family,112893,109605,104433,101743,107837,104926,,,,0.92827,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
2651279,Pradoshia,genus,87321,85211,85233,83210,86035,83981,9797.00000,9665.00000,0.98653,0.97652,0.00000,True,True,0.07502,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,
2651284,Pradoshia sp. D12,species,87321,85211,85233,83210,85810,83766,99029.00000,97610.00000,0.98567,0.97652,0.00000,True,True,0.06771,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,2651284.00000
2759,Eukaryota,superkingdom,75435,71828,55445,53160,64948,62023,,,,0.74010,,,True,,2759,,,,,,
186801,Clostridia,class,60055,57297,39220,37853,46274,44455,,,,0.66065,,,True,,2,1239.00000,186801.00000,,,,
186802,Clostridiales,order,59775,57027,38825,37478,45456,43675,,,,0.65720,,,True,,2,1239.00000,186801.00000,186802.00000,186802.00000,186802.00000,186802.00000
7711,Chordata,phylum,46640,45161,29729,29026,34728,33790,,,,0.64272,,,True,,2759,7711.00000,,,,,
40674,Mammalia,class,45540,44122,29488,28790,33953,33053,,,,0.65251,,,True,,2759,7711.00000,40674.00000,,,,
