taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2759,Eukaryota,superkingdom,214541,204470,182624,175610,197964,189492,2759,,,,,,
7711,Chordata,phylum,199181,191745,148293,144720,163930,159303,2759,7711,,,,,
40674,Mammalia,class,198548,191159,147769,144215,162586,158118,2759,7711,40674,,,,
91561,Artiodactyla,order,194863,187837,143913,140481,156724,152647,2759,7711,40674,91561,,,
2,Bacteria,superkingdom,170373,163240,140629,136376,154911,149288,2,,,,,,
9895,Bovidae,family,195491,188443,138437,135148,152097,148149,2759,7711,40674,91561,9895,9895,9895
1239,Firmicutes,phylum,125466,120125,90462,88091,100473,97401,2,1239,,,,,
9903,Bos,genus,194006,186994,78519,76576,118273,115158,2759,7711,40674,91561,9895,9903,
2157,Archaea,superkingdom,52750,50745,51257,49369,51981,50038,2157,,,,,,
28890,Euryarchaeota,phylum,52733,50728,51184,49299,51921,49980,2157,28890,,,,,
2158,Methanobacteriales,order,52544,50542,50857,48991,51663,49734,2157,28890,183925,2158,,,
183925,Methanobacteria,class,52544,50542,50857,48991,51665,49736,2157,28890,183925,,,,
2159,Methanobacteriaceae,family,52541,50539,50776,48915,51563,49640,2157,28890,183925,2158,2159,,
91061,Bacilli,class,55174,53824,50142,49082,51815,50673,2,1239,91061,,,,
2172,Methanobrevibacter,genus,46399,44560,43907,42291,44933,43230,2157,28890,183925,2158,2159,2172,
186801,Clostridia,class,71519,67376,36504,35337,45858,44045,2,1239,186801,,,,
186802,Clostridiales,order,71148,67013,36025,34874,44425,42693,2,1239,186801,186802,,,
1385,Bacillales,order,39414,38447,35394,34650,36689,35883,2,1239,91061,1385,,,
186817,Bacillaceae,family,31973,31262,29295,28705,30155,29532,2,1239,91061,1385,186817,,
2651279,Pradoshia,genus,26800,26267,26134,25617,26398,25875,2,1239,91061,1385,186817,2651279,
2651284,Pradoshia sp. D12,species,26800,26267,26134,25617,26327,25806,2,1239,91061,1385,186817,2651279,2651284
1609968,Methanobrevibacter sp. YE315,species,29496,28181,17894,17259,22167,21330,2157,28890,183925,2158,2159,2172,1609968
976,Bacteroidetes,phylum,24972,23769,17837,17163,20651,19775,2,976,976,976,976,976,976
9913,Bos taurus,species,186483,179624,16175,15802,72044,70089,2759,7711,40674,91561,9895,9903,9913
200643,Bacteroidia,class,22088,21002,15236,14678,17769,17026,2,976,200643,,,,
171549,Bacteroidales,order,21901,20824,15036,14485,17525,16796,2,976,200643,171549,,,
186826,Lactobacillales,order,16840,16411,14392,14088,15167,14829,2,1239,91061,186826,,,
230361,Methanobrevibacter millerae,species,20458,19504,9705,9392,13576,13078,2157,28890,183925,2158,2159,2172,230361
186828,Carnobacteriaceae,family,9906,9676,9317,9115,9491,9281,2,1239,91061,186826,186828,,
2747,Carnobacterium,genus,9748,9523,9275,9074,9413,9206,2,1239,91061,186826,186828,2747,
208596,Carnobacterium sp. 17-4,species,9099,8901,7439,7289,8167,7997,2,1239,91061,186826,186828,2747,208596
541000,Ruminococcaceae,family,21463,20130,7380,7160,11186,10736,2,1239,186801,186802,541000,541000,541000
186803,Lachnospiraceae,family,13267,12811,6594,6422,8662,8418,2,1239,186801,186802,186803,186803,186803
815,Bacteroidaceae,family,11951,11407,6548,6357,8306,8012,2,976,200643,171549,815,,
816,Bacteroides,genus,11908,11365,6525,6336,8169,7885,2,976,200643,171549,815,816,
77133,uncultured bacterium,species,39324,35976,6348,6120,16344,15280,2,77133,77133,77133,77133,77133,77133
1224,Proteobacteria,phylum,20459,18926,5871,5715,10028,9627,2,1224,1224,1224,1224,1224,1224
2316,Methanosphaera,genus,6723,6515,5752,5601,6150,5977,2157,28890,183925,2158,2159,2316,
201174,Actinobacteria,phylum,15045,13910,5588,5445,8320,8005,2,201174,,,,,
1918454,Flintibacter,genus,19422,18058,5382,5272,8712,8419,2,1239,186801,186802,1918454,1918454,
2109688,Clostridiales bacterium CCNA10,species,23304,21585,4716,4629,8838,8532,2,1239,186801,186802,2109688,2109688,2109688
1789762,Methanosphaera sp. BMS,species,5906,5721,4580,4470,5018,4886,2157,28890,183925,2158,2159,2316,1789762
72004,Bos mutus,species,158354,152947,4517,4448,53770,52497,2759,7711,40674,91561,9895,9903,72004
81852,Enterococcaceae,family,5133,5015,4328,4247,4547,4455,2,1239,91061,186826,81852,,
1350,Enterococcus,genus,4870,4774,4293,4214,4434,4350,2,1239,91061,186826,81852,1350,
186822,Paenibacillaceae,family,5378,5226,3996,3924,4344,4259,2,1239,91061,1385,186822,,
35493,Streptophyta,phylum,28699,25728,3936,3828,9807,8996,2759,35493,,,,,
44249,Paenibacillus,genus,4879,4777,3886,3818,4124,4049,2,1239,91061,1385,186822,44249,
1760,Actinobacteria,class,10898,9886,2981,2908,4786,4585,2,201174,1760,,,,
4447,Liliopsida,class,6459,5773,2919,2836,3541,3380,2759,35493,4447,,,,
38820,Poales,order,6368,5684,2907,2825,3471,3319,2759,35493,4447,38820,,,
4479,Poaceae,family,6367,5683,2905,2823,3384,3243,2759,35493,4447,38820,4479,,
31979,Clostridiaceae,family,27210,24945,2825,2744,6675,6338,2,1239,186801,186802,31979,,
6231,Nematoda,phylum,45383,40606,2807,979,14867,12406,2759,6231,,,,,
119089,Chromadorea,class,45379,40602,2806,978,14415,11998,2759,6231,119089,,,,
216572,Oscillospiraceae,family,9383,8508,2779,2675,4297,4060,2,1239,186801,186802,216572,,
2610895,Flintibacter sp. KGMB00164,species,9681,9000,2691,2636,4174,4044,2,1239,186801,186802,1918454,1918454,2610895
216851,Faecalibacterium,genus,6569,6138,2579,2510,3459,3337,2,1239,186801,186802,541000,216851,216851
853,Faecalibacterium prausnitzii,species,6551,6120,2576,2507,3371,3257,2,1239,186801,186802,541000,216851,853
84998,Coriobacteriia,class,4583,4463,2374,2311,3212,3129,2,201174,84998,,,,
1485,Clostridium,genus,24757,22599,2344,2277,4910,4661,2,1239,186801,186802,31979,1485,1485
1899017,Candidatus Melainabacteria bacterium MEL.A1,species,3330,3240,2305,2250,2625,2563,2,1798710,1899017,1899017,1899017,1899017,1899017
6308,Strongylida,order,9310,6918,2176,362,3668,1722,2759,6231,119089,6308,,,
2173,Methanobrevibacter smithii,species,9504,8932,2122,2057,4422,4234,2157,28890,183925,2158,2159,2172,2173
171552,Prevotellaceae,family,5262,4960,2111,2050,3032,2907,2,976,200643,171549,171552,,
1236,Gammaproteobacteria,class,11384,10246,1930,1885,3988,3799,2,1224,1236,,,,
1263,Ruminococcus,genus,7329,6752,1865,1804,2885,2761,2,1239,186801,186802,541000,1263,
1386,Bacillus,genus,4272,4111,1850,1806,2563,2490,2,1239,91061,1385,186817,1386,
83816,Methanobrevibacter ruminantium,species,5258,4953,1814,1763,2744,2648,2157,28890,183925,2158,2159,2172,83816
33275,Angiostrongylidae,family,1830,33,1814,20,1819,24,2759,6231,119089,6308,33275,,
6312,Angiostrongylus,genus,1829,32,1814,20,1819,24,2759,6231,119089,6308,33275,6312,
334426,Angiostrongylus costaricensis,species,1823,27,1814,20,1818,23,2759,6231,119089,6308,33275,6312,334426
838,Prevotella,genus,4442,4197,1806,1754,2489,2393,2,976,200643,171549,171552,838,
171550,Rikenellaceae,family,3755,3476,1711,1612,2240,2097,2,976,200643,171549,171550,,
239759,Alistipes,genus,3442,3206,1617,1524,2062,1933,2,976,200643,171549,171550,239759,
28211,Alphaproteobacteria,class,5976,5681,1528,1488,2728,2638,2,1224,28211,,,,
946234,Flavonifractor,genus,7046,6400,1326,1299,2403,2300,2,1239,186801,186802,541000,946234,
292800,Flavonifractor plautii,species,7006,6360,1322,1295,2323,2229,2,1239,186801,186802,541000,946234,292800
84999,Coriobacteriales,order,2841,2766,1216,1181,1785,1736,2,201174,84998,84999,,,
1898203,Lachnospiraceae bacterium,species,7440,7180,1108,1082,2434,2369,2,1239,186801,186802,186803,1898203,1898203
2005473,Muribaculaceae,family,2801,2681,1061,1028,1502,1449,2,976,200643,171549,2005473,,
1400053,Bacteroidales bacterium CF,species,3315,2988,1059,969,1540,1409,2,976,200643,171549,1400053,1400053,1400053
74201,Verrucomicrobia,phylum,1852,1723,1047,973,1323,1232,2,74201,,,,,
85006,Micrococcales,order,2897,2813,1028,1007,1543,1509,2,201174,1760,85006,,,
1643822,Eggerthellales,order,2346,2287,995,971,1452,1417,2,201174,84998,1643822,,,
1643826,Eggerthellaceae,family,2346,2287,995,971,1383,1349,2,201174,84998,1643822,1643826,,
53346,Enterococcus mundtii,species,1083,1055,943,916,974,947,2,1239,91061,186826,81852,1350,53346
3646,Malpighiales,order,3618,3424,930,910,1346,1303,2759,35493,3646,3646,,,
1643824,Atopobiaceae,family,2169,2112,887,863,1269,1235,2,201174,84998,84999,1643824,,
48461,Verrucomicrobiales,order,1485,1375,879,818,1063,987,2,74201,203494,48461,,,
203494,Verrucomicrobiae,class,1485,1375,879,818,1069,993,2,74201,203494,,,,
1506553,Lachnoclostridium,genus,4599,4412,872,848,1682,1626,2,1239,186801,186802,186803,1506553,
572511,Blautia,genus,4666,4507,842,822,1773,1723,2,1239,186801,186802,186803,572511,
239934,Akkermansia,genus,1381,1274,824,765,980,907,2,74201,203494,48461,1647988,239934,
1647988,Akkermansiaceae,family,1381,1274,824,765,990,916,2,74201,203494,48461,1647988,,
186818,Planococcaceae,family,1956,1893,809,782,1208,1169,2,1239,91061,1385,186818,,
28216,Betaproteobacteria,class,3491,3367,790,765,1638,1580,2,1224,28216,,,,
2564099,Ruminococcus sp. JE7A12,species,2854,2568,758,737,1036,993,2,1239,186801,186802,541000,1263,2564099
117743,Flavobacteriia,class,3012,2879,756,730,1460,1404,2,976,117743,,,,
200644,Flavobacteriales,order,3010,2877,755,729,1436,1381,2,976,117743,200644,,,
830,Butyrivibrio,genus,1853,1796,753,735,1013,984,2,1239,186801,186802,186803,830,
294671,Methanobrevibacter olleyae,species,3477,3244,731,715,1442,1390,2157,28890,183925,2158,2159,2172,294671
49546,Flavobacteriaceae,family,2748,2632,719,693,1213,1168,2,976,117743,200644,49546,,
33084,Entamoebidae,family,1124,1092,708,696,848,829,2759,33084,33084,33084,33084,,
39492,[Eubacterium] siraeum,species,4362,3860,706,692,1245,1188,2,1239,186801,186802,541000,39492,39492
356,Rhizobiales,order,2400,2325,702,681,1158,1124,2,1224,28211,356,,,
1918540,Muribaculum,genus,2502,2396,667,649,1110,1074,2,976,200643,171549,2005473,1918540,
528191,Paenibacillus xylanexedens,species,2931,2880,658,644,1723,1693,2,1239,91061,1385,186822,44249,528191
459786,Oscillibacter,genus,9195,8327,651,639,2772,2621,2,1239,186801,186802,216572,459786,
6236,Rhabditida,order,40454,37847,630,616,9735,9323,2759,6231,119089,6236,,,
648800,Solibacillus,genus,982,958,622,604,746,726,2,1239,91061,1385,186818,648800,
9935,Ovis,genus,94315,91644,618,610,35095,34277,2759,7711,40674,91561,9895,9935,
6296,Onchocercidae,family,38087,35646,609,596,7912,7579,2759,6231,119089,6236,6296,,
6281,Onchocerca,genus,35674,33579,609,596,6044,5803,2759,6231,119089,6236,6296,6281,
42157,Onchocerca ochengi,species,35615,33520,609,596,4794,4597,2759,6231,119089,6236,6296,6281,42157
526524,Erysipelotrichia,class,1851,1763,605,590,1045,1006,2,1239,526524,,,,
526525,Erysipelotrichales,order,1851,1763,605,590,1027,988,2,1239,526524,526525,,,
2109691,Lachnospiraceae bacterium GAM79,species,2700,2590,602,584,932,902,2,1239,186801,186802,186803,2109691,2109691
128827,Erysipelotrichaceae,family,1851,1763,602,587,974,941,2,1239,526524,526525,128827,,
28221,Deltaproteobacteria,class,3042,2935,601,587,1327,1290,2,1224,28221,,,,
76853,Solibacillus silvestris,species,861,839,578,562,650,633,2,1239,91061,1385,186818,648800,76853
245014,butyrate-producing bacterium SS3/4,species,1857,1788,576,555,865,836,2,1239,186801,186802,245014,245014,245014
80840,Burkholderiales,order,2684,2587,572,556,1132,1093,2,1224,28216,80840,,,
37174,Ovis canadensis,species,91919,89386,566,559,23895,23345,2759,7711,40674,91561,9895,9935,37174
2317,Methanosphaera stadtmanae,species,1750,1676,541,529,947,916,2157,28890,183925,2158,2159,2316,2317
400634,Lysinibacillus,genus,1188,1161,541,528,735,719,2,1239,91061,1385,186817,400634,
909932,Negativicutes,class,2130,2038,539,522,1038,1002,2,1239,909932,,,,
544448,Tenericutes,phylum,2367,2154,534,521,1071,1017,2,544448,,,,,
91347,Enterobacterales,order,2462,2406,531,520,1038,1016,2,1224,1236,91347,,,
351091,Oscillibacter valericigenes,species,4321,3686,529,522,1071,996,2,1239,186801,186802,216572,459786,351091
186804,Peptostreptococcaceae,family,2192,2083,529,517,943,908,2,1239,186801,186802,186804,,
4564,Triticum,genus,3790,3334,519,507,1134,1084,2759,35493,4447,38820,4479,4564,
31969,Mollicutes,class,2225,2020,489,476,916,870,2,544448,31969,,,,
37734,Enterococcus casseliflavus,species,3120,3069,481,473,1257,1236,2,1239,91061,186826,81852,1350,37734
310298,Bacteroides coprocola,species,2999,2790,469,452,877,836,2,976,200643,171549,815,816,310298
1268,Micrococcaceae,family,1406,1378,462,457,689,680,2,201174,1760,85006,1268,,
