taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,192331,187492,177479,173679,184669,180365,2,,,,,,
1239,Firmicutes,phylum,153680,149889,133889,131372,140350,137430,2,1239,,,,,
91061,Bacilli,class,109973,107798,104759,103017,106661,104767,2,1239,91061,,,,
1385,Bacillales,order,108004,105890,103017,101318,104841,102996,2,1239,91061,1385,,,
2759,Eukaryota,superkingdom,93484,88444,77902,73951,85446,80966,2759,,,,,,
186817,Bacillaceae,family,86439,84737,76694,75537,80691,79350,2,1239,91061,1385,186817,,
2651279,Pradoshia,genus,65571,64603,63932,63014,64563,63628,2,1239,91061,1385,186817,2651279,
2651284,Pradoshia sp. D12,species,65571,64603,63932,63014,64379,63451,2,1239,91061,1385,186817,2651279,2651284
7711,Chordata,phylum,78747,76749,57517,56532,64296,63006,2759,7711,,,,,
40674,Mammalia,class,78189,76231,57201,56225,63554,62315,2759,7711,40674,,,,
91561,Artiodactyla,order,75868,74127,55484,54550,60781,59684,2759,7711,40674,91561,,,
9895,Bovidae,family,76119,74376,53361,52454,58975,57908,2759,7711,40674,91561,9895,9895,9895
9903,Bos,genus,75400,73664,31366,30805,46364,45510,2759,7711,40674,91561,9895,9903,
186801,Clostridia,class,44621,42912,26436,25732,31840,30866,2,1239,186801,,,,
186802,Clostridiales,order,44428,42721,26151,25453,31120,30169,2,1239,186801,186802,,,
2157,Archaea,superkingdom,18705,18389,18220,17920,18455,18147,2157,,,,,,
28890,Euryarchaeota,phylum,18702,18386,18212,17912,18442,18134,2157,28890,,,,,
2158,Methanobacteriales,order,18550,18234,18037,17738,18283,17976,2157,28890,183925,2158,,,
183925,Methanobacteria,class,18550,18234,18037,17738,18284,17976,2157,28890,183925,,,,
2159,Methanobacteriaceae,family,18550,18234,18004,17705,18249,17941,2157,28890,183925,2158,2159,,
2172,Methanobrevibacter,genus,14797,14530,13990,13751,14323,14072,2157,28890,183925,2158,2159,2172,
201174,Actinobacteria,phylum,19365,18810,13784,13558,15602,15294,2,201174,,,,,
186818,Planococcaceae,family,20735,20032,12807,12556,16161,15754,2,1239,91061,1385,186818,,
976,Bacteroidetes,phylum,17113,16486,12253,11937,14167,13734,2,976,,,,,
648800,Solibacillus,genus,18529,17873,12148,11913,14447,14102,2,1239,91061,1385,186818,648800,
1760,Actinobacteria,class,16172,15695,11570,11390,12821,12579,2,201174,1760,,,,
76853,Solibacillus silvestris,species,16620,16046,10962,10764,12470,12208,2,1239,91061,1385,186818,648800,76853
200643,Bacteroidia,class,15203,14638,10527,10266,12244,11879,2,976,200643,,,,
171549,Bacteroidales,order,15059,14504,10386,10129,12073,11718,2,976,200643,171549,,,
85006,Micrococcales,order,11472,11217,7913,7791,9127,8968,2,201174,1760,85006,,,
186822,Paenibacillaceae,family,8141,7998,6744,6658,7150,7052,2,1239,91061,1385,186822,,
44249,Paenibacillus,genus,7634,7517,6632,6547,6899,6807,2,1239,91061,1385,186822,44249,
9913,Bos taurus,species,71961,70288,6499,6405,28062,27541,2759,7711,40674,91561,9895,9903,9913
1268,Micrococcaceae,family,9818,9593,6411,6313,7509,7379,2,201174,1760,85006,1268,,
815,Bacteroidaceae,family,9497,9147,5574,5449,6894,6702,2,976,200643,171549,815,,
816,Bacteroides,genus,9470,9120,5564,5440,6801,6618,2,976,200643,171549,815,816,
31979,Clostridiaceae,family,17153,16380,5428,5253,7672,7403,2,1239,186801,186802,31979,,
