TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2759,Eukaryota,superkingdom,214541,204470,182624,175610,197964,189492,,,,0.85885,,,True,,2759,,,,,,
7711,Chordata,phylum,199181,191745,148293,144720,163930,159303,,,,0.75475,,,True,,2759,7711.00000,,,,,
40674,Mammalia,class,198548,191159,147769,144215,162586,158118,,,,0.75442,,,True,,2759,7711.00000,40674.00000,,,,
91561,Artiodactyla,order,194863,187837,143913,140481,156724,152647,,,,0.74789,,,True,,2759,7711.00000,40674.00000,91561.00000,,,
2,Bacteria,superkingdom,170373,163240,140629,136376,154911,149288,,,,0.83543,,,True,,2,,,,,,
9895,Bovidae,family,195491,188443,138437,135148,152097,148149,,,,0.71718,,,True,,2759,7711.00000,40674.00000,91561.00000,9895.00000,9895.00000,9895.00000
1239,Firmicutes,phylum,125466,120125,90462,88091,100473,97401,,,,0.73333,,,True,,2,1239.00000,,,,,
9903,Bos,genus,194006,186994,78519,76576,118273,115158,18463.00000,5700.00000,0.30873,0.40951,0.00000,True,True,0.21057,2759,7711.00000,40674.00000,91561.00000,9895.00000,9903.00000,
2157,Archaea,superkingdom,52750,50745,51257,49369,51981,50038,,,,0.97288,,,True,,2157,,,,,,
28890,Euryarchaeota,phylum,52733,50728,51184,49299,51921,49980,,,,0.97183,,,True,,2157,28890.00000,,,,,
91061,Bacilli,class,55174,53824,50142,49082,51815,50673,,,,0.91190,,,True,,2,1239.00000,91061.00000,,,,
2158,Methanobacteriales,order,52544,50542,50857,48991,51663,49734,,,,0.96931,,,True,,2157,28890.00000,183925.00000,2158.00000,,,
183925,Methanobacteria,class,52544,50542,50857,48991,51665,49736,,,,0.96931,,,True,,2157,28890.00000,183925.00000,,,,
2159,Methanobacteriaceae,family,52541,50539,50776,48915,51563,49640,,,,0.96787,,,True,,2157,28890.00000,183925.00000,2158.00000,2159.00000,,
2172,Methanobrevibacter,genus,46399,44560,43907,42291,44933,43230,41752.00000,41091.00000,0.98417,0.94908,0.00000,True,True,0.20291,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,
186801,Clostridia,class,71519,67376,36504,35337,45858,44045,,,,0.52447,,,True,,2,1239.00000,186801.00000,,,,
186802,Clostridiales,order,71148,67013,36025,34874,44425,42693,,,,0.52041,,,True,,2,1239.00000,186801.00000,186802.00000,,,
1385,Bacillales,order,39414,38447,35394,34650,36689,35883,,,,0.90124,,,True,,2,1239.00000,91061.00000,1385.00000,,,
186817,Bacillaceae,family,31973,31262,29295,28705,30155,29532,,,,0.91821,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
2651279,Pradoshia,genus,26800,26267,26134,25617,26398,25875,9797.00000,9665.00000,0.98653,0.97525,0.00000,True,True,0.08325,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,
2651284,Pradoshia sp. D12,species,26800,26267,26134,25617,26327,25806,99029.00000,97610.00000,0.98567,0.97525,0.00000,True,True,0.07594,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,2651284.00000
1609968,Methanobrevibacter sp. YE315,species,29496,28181,17894,17259,22167,21330,99866.00000,96437.00000,0.96566,0.61243,1.00000,False,True,0.97124,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,1609968.00000
976,Bacteroidetes,phylum,24972,23769,17837,17163,20651,19775,,,,0.72207,,,True,,2,976.00000,976.00000,976.00000,976.00000,976.00000,976.00000
9913,Bos taurus,species,186483,179624,16175,15802,72044,70089,94081.00000,8880.00000,0.09439,0.08797,0.00000,True,True,0.02228,2759,7711.00000,40674.00000,91561.00000,9895.00000,9903.00000,9913.00000
200643,Bacteroidia,class,22088,21002,15236,14678,17769,17026,,,,0.69889,,,True,,2,976.00000,200643.00000,,,,
171549,Bacteroidales,order,21901,20824,15036,14485,17525,16796,,,,0.69559,,,True,,2,976.00000,200643.00000,171549.00000,,,
186826,Lactobacillales,order,16840,16411,14392,14088,15167,14829,,,,0.85845,,,True,,2,1239.00000,91061.00000,186826.00000,,,
230361,Methanobrevibacter millerae,species,20458,19504,9705,9392,13576,13078,66361.00000,63399.00000,0.95537,0.48154,1.00000,False,True,1.18197,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,230361.00000
186828,Carnobacteriaceae,family,9906,9676,9317,9115,9491,9281,,,,0.94202,,,True,,2,1239.00000,91061.00000,186826.00000,186828.00000,,
2747,Carnobacterium,genus,9748,9523,9275,9074,9413,9206,24164.00000,22307.00000,0.92315,0.95285,0.00000,True,True,0.12403,2,1239.00000,91061.00000,186826.00000,186828.00000,2747.00000,
208596,Carnobacterium sp. 17-4,species,9099,8901,7439,7289,8167,7997,98787.00000,88107.00000,0.89189,0.81890,0.00000,True,True,0.20909,2,1239.00000,91061.00000,186826.00000,186828.00000,2747.00000,208596.00000
541000,Ruminococcaceae,family,21463,20130,7380,7160,11186,10736,,,,0.35569,,,True,,2,1239.00000,186801.00000,186802.00000,541000.00000,541000.00000,541000.00000
186803,Lachnospiraceae,family,13267,12811,6594,6422,8662,8418,,,,0.50129,,,True,,2,1239.00000,186801.00000,186802.00000,186803.00000,186803.00000,186803.00000
815,Bacteroidaceae,family,11951,11407,6548,6357,8306,8012,,,,0.55729,,,True,,2,976.00000,200643.00000,171549.00000,815.00000,,
816,Bacteroides,genus,11908,11365,6525,6336,8169,7885,74828.00000,64007.00000,0.85539,0.55750,1.00000,False,True,0.67534,2,976.00000,200643.00000,171549.00000,815.00000,816.00000,
77133,uncultured bacterium,species,39324,35976,6348,6120,16344,15280,99225.00000,62662.00000,0.63151,0.17011,1.00000,False,True,0.98668,2,77133.00000,77133.00000,77133.00000,77133.00000,77133.00000,77133.00000
1224,Proteobacteria,phylum,20459,18926,5871,5715,10028,9627,,,,0.30197,,,True,,2,1224.00000,1224.00000,1224.00000,1224.00000,1224.00000,1224.00000
2316,Methanosphaera,genus,6723,6515,5752,5601,6150,5977,19527.00000,18804.00000,0.96297,0.85971,0.00000,True,True,0.38058,2157,28890.00000,183925.00000,2158.00000,2159.00000,2316.00000,
