TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,80714,80351,78279,77999,79473,79169,,,,0.97073,,,True,,2,,,,,,
201174,Actinobacteria,phylum,48174,47960,45253,45049,46625,46416,,,,0.93930,,,True,,2,201174.00000,,,,,
1760,Actinobacteria,class,48121,47907,45104,44900,46432,46224,,,,0.93723,,,True,,2,201174.00000,1760.00000,,,,
85006,Micrococcales,order,45860,45649,38736,38553,41553,41360,,,,0.84455,,,True,,2,201174.00000,1760.00000,85006.00000,,,
85017,Promicromonosporaceae,family,44189,43982,33001,32853,37125,36956,,,,0.74696,,,True,,2,201174.00000,1760.00000,85006.00000,85017.00000,,
157920,Cellulosimicrobium,genus,43936,43729,31913,31771,35982,35818,15704.00000,12039.00000,0.76662,0.72654,0.00000,True,True,0.09220,2,201174.00000,1760.00000,85006.00000,85017.00000,157920.00000,
1224,Proteobacteria,phylum,27913,27782,24909,24855,26237,26168,,,,0.89464,,,True,,2,1224.00000,,,,,
28211,Alphaproteobacteria,class,22824,22768,19825,19775,21062,21009,,,,0.86854,,,True,,2,1224.00000,28211.00000,,,,
356,Rhizobiales,order,21694,21639,17862,17814,19266,19215,,,,0.82324,,,True,,2,1224.00000,28211.00000,356.00000,,,
45401,Hyphomicrobiaceae,family,18123,18073,14855,14815,15934,15890,,,,0.81973,,,True,,2,1224.00000,28211.00000,356.00000,45401.00000,,
46913,Devosia,genus,17839,17790,14287,14249,15424,15381,37206.00000,33888.00000,0.91082,0.80096,0.00000,True,True,0.31839,2,1224.00000,28211.00000,356.00000,45401.00000,46913.00000,
2499144,Devosia sp. 1566,species,15688,15641,12493,12460,13461,13422,98148.00000,88337.00000,0.90004,0.79662,0.00000,True,True,0.29234,2,1224.00000,28211.00000,356.00000,45401.00000,46913.00000,2499144.00000
1239,Firmicutes,phylum,6532,6483,5481,5467,5912,5890,,,,0.84328,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,4020,4012,3219,3216,3526,3522,,,,0.80160,,,True,,2,1239.00000,91061.00000,,,,
1710,Cellulosimicrobium cellulans,species,41667,41470,3116,3103,19172,19084,63057.00000,16252.00000,0.25774,0.07483,0.87895,False,True,0.51082,2,201174.00000,1760.00000,85006.00000,85017.00000,157920.00000,1710.00000
1385,Bacillales,order,3774,3768,3004,3003,3284,3280,,,,0.79697,,,True,,2,1239.00000,91061.00000,1385.00000,,,
28216,Betaproteobacteria,class,5180,5118,2949,2948,3818,3809,,,,0.57601,,,True,,2,1224.00000,28216.00000,,,,
80840,Burkholderiales,order,4884,4823,2740,2740,3442,3435,,,,0.56811,,,True,,2,1224.00000,28216.00000,80840.00000,,,
