taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,65657,65389,63674,63445,64649,64407,2,,,,,,
1224,Proteobacteria,phylum,58325,58081,54460,54257,56217,55999,2,1224,,,,,
28211,Alphaproteobacteria,class,51267,51060,45583,45401,47962,47769,2,1224,28211,,,,
356,Rhizobiales,order,45415,45225,38156,37999,40858,40689,2,1224,28211,356,,,
45401,Hyphomicrobiaceae,family,37908,37733,31622,31480,33726,33574,2,1224,28211,356,45401,,
46913,Devosia,genus,37329,37156,30546,30410,32719,32572,2,1224,28211,356,45401,46913,
2499144,Devosia sp. 1566,species,33505,33342,27107,26980,29019,28883,2,1224,28211,356,45401,46913,2499144
201174,Actinobacteria,phylum,6837,6812,5103,5091,5881,5863,2,201174,,,,,
1760,Actinobacteria,class,6779,6754,5073,5061,5715,5698,2,201174,1760,,,,
28216,Betaproteobacteria,class,8684,8653,4733,4723,6307,6292,2,1224,28216,,,,
80840,Burkholderiales,order,8227,8198,4253,4245,5586,5574,2,1224,28216,80840,,,
85006,Micrococcales,order,5246,5226,3667,3658,4202,4189,2,201174,1760,85006,,,
82115,Rhizobiaceae,family,6889,6872,3090,3089,4216,4211,2,1224,28211,356,82115,,
204457,Sphingomonadales,order,5908,5889,3004,2997,4001,3991,2,1224,28211,204457,,,
506,Alcaligenaceae,family,4879,4868,2415,2412,3133,3128,2,1224,28216,80840,506,,
41297,Sphingomonadaceae,family,5462,5445,2393,2387,3350,3342,2,1224,28211,204457,41297,,
1525371,Neorhizobium,genus,3293,3292,2147,2147,2460,2460,2,1224,28211,356,82115,1525371,
2060726,Neorhizobium sp. SOG26,species,2796,2796,2039,2039,2235,2235,2,1224,28211,356,82115,1525371,2060726
1239,Firmicutes,phylum,2372,2347,1808,1808,2025,2022,2,1239,,,,,
85023,Microbacteriaceae,family,3036,3025,1617,1616,2081,2077,2,201174,1760,85006,85023,,
91061,Bacilli,class,1758,1733,1322,1322,1466,1464,2,1239,91061,,,,
13687,Sphingomonas,genus,3918,3904,1265,1261,1984,1978,2,1224,28211,204457,41297,13687,
85017,Promicromonosporaceae,family,1857,1848,1243,1239,1451,1446,2,201174,1760,85006,85017,,
1385,Bacillales,order,1642,1622,1225,1225,1356,1354,2,1239,91061,1385,,,
152267,Pigmentiphaga,genus,2265,2259,1206,1204,1489,1486,2,1224,28216,80840,506,152267,
157920,Cellulosimicrobium,genus,1723,1716,1200,1196,1366,1361,2,201174,1760,85006,85017,157920,
1940612,Pigmentiphaga aceris,species,1986,1981,1123,1121,1304,1302,2,1224,28216,80840,506,152267,1940612
33882,Microbacterium,genus,2463,2453,1100,1100,1498,1495,2,201174,1760,85006,85023,33882,
2599292,Devosia sp. Gsoil 520,species,3707,3694,984,981,1787,1781,2,1224,28211,356,45401,46913,2599292
1236,Gammaproteobacteria,class,3964,3930,705,703,1967,1956,2,1224,1236,,,,
186817,Bacillaceae,family,1013,1013,608,608,765,765,2,1239,91061,1385,186817,,
2759,Eukaryota,superkingdom,2492,2441,553,552,1492,1477,2759,,,,,,
2083786,Devosia sp. I507,species,2513,2503,550,550,1094,1092,2,1224,28211,356,45401,46913,2083786
119060,Burkholderiaceae,family,2970,2955,536,533,1184,1180,2,1224,28216,80840,119060,,
222,Achromobacter,genus,1961,1959,524,523,879,878,2,1224,28216,80840,506,222,
204455,Rhodobacterales,order,3605,3582,464,460,1533,1522,2,1224,28211,204455,,,
31989,Rhodobacteraceae,family,3465,3445,451,447,1257,1248,2,1224,28211,204455,31989,,
76892,Caulobacteraceae,family,1558,1552,447,447,739,737,2,1224,28211,204458,76892,,
204458,Caulobacterales,order,1558,1552,447,447,791,789,2,1224,28211,204458,,,
186801,Clostridia,class,668,668,413,413,500,500,2,1239,186801,,,,
186802,Clostridiales,order,656,656,409,409,486,486,2,1239,186801,186802,,,
7711,Chordata,phylum,712,682,340,340,464,461,2759,7711,,,,,
69277,Phyllobacteriaceae,family,3078,3061,331,330,1097,1092,2,1224,28211,356,69277,,
41275,Brevundimonas,genus,943,940,327,327,482,481,2,1224,28211,204458,76892,41275,
40674,Mammalia,class,614,592,326,326,406,404,2759,7711,40674,,,,
72274,Pseudomonadales,order,1818,1797,305,303,754,746,2,1224,1236,72274,,,
135621,Pseudomonadaceae,family,1793,1772,301,299,669,661,2,1224,1236,72274,135621,,
1386,Bacillus,genus,561,561,301,301,382,382,2,1239,91061,1385,186817,1386,
9443,Primates,order,514,492,300,300,348,346,2759,7711,40674,9443,,,
286,Pseudomonas,genus,1775,1754,292,290,614,607,2,1224,1236,72274,135621,286,286
80864,Comamonadaceae,family,2120,2114,279,279,747,746,2,1224,28216,80840,80864,,
186803,Lachnospiraceae,family,426,426,278,278,330,330,2,1239,186801,186802,186803,,
41294,Bradyrhizobiaceae,family,2590,2574,264,263,848,843,2,1224,28211,356,41294,,
379,Rhizobium,genus,2813,2805,263,263,879,877,2,1224,28211,356,82115,379,
698776,Cellulosilyticum,genus,371,371,253,253,292,292,2,1239,186801,186802,186803,698776,
68287,Mesorhizobium,genus,2347,2334,248,248,748,746,2,1224,28211,356,69277,68287,
517,Bordetella,genus,1833,1829,242,242,628,628,2,1224,28216,80840,506,517,
1736675,Devosia sp. A16,species,1356,1349,240,239,499,497,2,1224,28211,356,45401,46913,1736675
165695,Sphingobium,genus,1655,1649,226,225,582,580,2,1224,28211,204457,41297,165695,
