TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,1206875,1051828,1122234,983598,1159590,1014877,,,,0.93513,,,True,,2,,,,,,
74201,Verrucomicrobia,phylum,432094,368763,425976,363635,428550,365802,,,,0.98609,,,True,,2,74201.00000,,,,,
203494,Verrucomicrobiae,class,431837,368534,425659,363371,428111,365439,,,,0.98599,,,True,,2,74201.00000,203494.00000,,,,
48461,Verrucomicrobiales,order,431837,368534,425659,363371,428020,365361,,,,0.98599,,,True,,2,74201.00000,203494.00000,48461.00000,,,
1647988,Akkermansiaceae,family,431790,368493,425552,363296,427852,365231,,,,0.98590,,,True,,2,74201.00000,203494.00000,48461.00000,1647988.00000,,
239934,Akkermansia,genus,431790,368493,425552,363296,427786,365175,19401.00000,18857.00000,0.97196,0.98590,0.00000,True,True,0.09841,2,74201.00000,203494.00000,48461.00000,1647988.00000,239934.00000,
976,Bacteroidetes,phylum,432065,384683,405796,361494,418257,372514,,,,0.93972,,,True,,2,976.00000,,,,,
200643,Bacteroidia,class,429972,382904,402262,358372,415323,369954,,,,0.93593,,,True,,2,976.00000,200643.00000,,,,
171549,Bacteroidales,order,429907,382848,402176,358297,415191,369839,,,,0.93587,,,True,,2,976.00000,200643.00000,171549.00000,,,
239935,Akkermansia muciniphila,species,368324,311254,360600,304888,363387,307218,98275.00000,93272.00000,0.94909,0.97955,0.00000,True,True,0.16817,2,74201.00000,203494.00000,48461.00000,1647988.00000,239934.00000,239935.00000
816,Bacteroides,genus,370316,329596,334511,297835,349950,311543,112623.00000,94903.00000,0.84266,0.90364,0.00000,True,True,0.18447,2,976.00000,200643.00000,171549.00000,815.00000,816.00000,816.00000
815,Bacteroidaceae,family,370274,329559,334511,297835,350111,311686,,,,0.90374,,,True,,2,976.00000,200643.00000,171549.00000,815.00000,,
1239,Firmicutes,phylum,140123,115234,107549,94433,118394,102489,,,,0.81949,,,True,,2,1239.00000,,,,,
2157,Archaea,superkingdom,98200,84461,97401,83793,97774,84105,,,,0.99209,,,True,,2157,,,,,,
28890,Euryarchaeota,phylum,98139,84410,97362,83759,97678,84023,,,,0.99229,,,True,,2157,28890.00000,,,,,
2158,Methanobacteriales,order,97716,84044,97104,83533,97372,83758,,,,0.99392,,,True,,2157,28890.00000,183925.00000,2158.00000,,,
183925,Methanobacteria,class,97716,84044,97104,83533,97374,83760,,,,0.99392,,,True,,2157,28890.00000,183925.00000,,,,
2159,Methanobacteriaceae,family,97704,84034,97059,83491,97329,83720,,,,0.99354,,,True,,2157,28890.00000,183925.00000,2158.00000,2159.00000,,
2172,Methanobrevibacter,genus,97625,83964,96502,83003,96968,83406,41701.00000,40771.00000,0.97770,0.98855,0.00000,True,True,0.08542,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,
2094242,Victivallales bacterium CCUG 44730,species,92463,83187,90906,81798,91340,82183,99505.00000,98359.00000,0.98848,0.98330,0.00000,True,True,0.04411,2,256845.00000,1313211.00000,278082.00000,2094242.00000,2094242.00000,2094242.00000
224719,Methanobrevibacter sp. AbM4,species,97182,83576,93994,80824,95152,81833,99281.00000,96668.00000,0.97368,0.96707,0.00000,True,True,0.03904,2157,28890.00000,183925.00000,2158.00000,2159.00000,2172.00000,224719.00000
1224,Proteobacteria,phylum,177421,152583,88945,80584,114332,102087,,,,0.52813,,,True,,2,1224.00000,,,,,
