TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,140067,138519,136674,135510,138258,136987,,,,0.97828,,,True,,2,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
201174,Actinobacteria,phylum,88989,88181,80143,79428,84180,83425,,,,0.90074,,,True,,2,201174.00000,,,,,
1760,Actinobacteria,class,88712,87906,79204,78498,83166,82420,,,,0.89298,,,True,,2,201174.00000,1760.00000,,,,
1239,Firmicutes,phylum,40935,40189,35866,35585,37963,37589,,,,0.88544,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,39630,38895,34135,33866,36308,35961,,,,0.87070,,,True,,2,1239.00000,91061.00000,,,,
1385,Bacillales,order,38671,37940,32074,31820,34622,34295,,,,0.83869,,,True,,2,1239.00000,91061.00000,1385.00000,,,
2070,Pseudonocardiaceae,family,47699,47186,23181,22916,30909,30565,,,,0.48565,,,True,,2,201174.00000,1760.00000,85010.00000,2070.00000,,
85010,Pseudonocardiales,order,47699,47186,23181,22916,31658,31307,,,,0.48565,,,True,,2,201174.00000,1760.00000,85010.00000,,,
186817,Bacillaceae,family,31752,31408,20407,20297,24950,24757,,,,0.64624,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
1813,Amycolatopsis,genus,25846,25535,8644,8548,13273,13120,77152.00000,66910.00000,0.86725,0.33476,1.00000,False,True,1.16175,2,201174.00000,1760.00000,85010.00000,2070.00000,1813.00000,
1224,Proteobacteria,phylum,17134,16974,7525,7505,11824,11743,,,,0.44215,,,True,,2,1224.00000,,,,,
85012,Streptosporangiales,order,16581,16482,6443,6419,9522,9477,,,,0.38946,,,True,,2,201174.00000,1760.00000,85012.00000,,,
1386,Bacillus,genus,15221,15082,6322,6296,9164,9113,,,,0.41745,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,
85011,Streptomycetales,order,22262,22075,6241,6201,11337,11251,,,,0.28091,,,True,,2,201174.00000,1760.00000,85011.00000,,,
2062,Streptomycetaceae,family,22294,22107,6241,6201,11025,10944,,,,0.28050,,,True,,2,201174.00000,1760.00000,85011.00000,2062.00000,2062.00000,2062.00000
1883,Streptomyces,genus,21761,21579,5895,5859,10077,10005,,,,0.27151,,,True,,2,201174.00000,1760.00000,85011.00000,2062.00000,1883.00000,1883.00000
85007,Corynebacteriales,order,24302,24067,5580,5534,11742,11632,,,,0.22994,,,True,,2,201174.00000,1760.00000,85007.00000,,,
83676,Nocardiopsaceae,family,10687,10641,5074,5058,6732,6707,,,,0.47533,,,True,,2,201174.00000,1760.00000,85012.00000,83676.00000,,
400634,Lysinibacillus,genus,10319,10093,3887,3857,5991,5905,38694.00000,33686.00000,0.87057,0.38215,1.00000,False,True,1.07273,2,1239.00000,91061.00000,1385.00000,186817.00000,400634.00000,
1236,Gammaproteobacteria,class,9012,8902,3435,3426,5528,5483,,,,0.38486,,,True,,2,1224.00000,1236.00000,,,,
186818,Planococcaceae,family,10624,10385,3365,3331,6269,6163,,,,0.32075,,,True,,2,1239.00000,91061.00000,1385.00000,186818.00000,,
85006,Micrococcales,order,16755,16605,3348,3329,7268,7210,,,,0.20048,,,True,,2,201174.00000,1760.00000,85006.00000,,,
84406,Virgibacillus,genus,6464,6411,3157,3142,4269,4244,41905.00000,39439.00000,0.94115,0.49010,1.00000,False,True,1.10055,2,1239.00000,91061.00000,1385.00000,186817.00000,84406.00000,
1847,Pseudonocardia,genus,10914,10829,3059,3040,4915,4882,36688.00000,31711.00000,0.86434,0.28073,1.00000,False,True,1.27038,2,201174.00000,1760.00000,85010.00000,2070.00000,1847.00000,
2013,Nocardiopsis,genus,8065,8033,2895,2892,4377,4365,15150.00000,12671.00000,0.83637,0.36001,1.00000,False,True,1.02167,2,201174.00000,1760.00000,85012.00000,83676.00000,2013.00000,
85025,Nocardiaceae,family,13631,13507,2101,2086,5290,5245,,,,0.15444,,,True,,2,201174.00000,1760.00000,85007.00000,85025.00000,,
1762,Mycobacteriaceae,family,11319,11213,1777,1766,4335,4299,,,,0.15750,,,True,,2,201174.00000,1760.00000,85007.00000,1762.00000,,
976,Bacteroidetes,phylum,2847,2842,1729,1727,2160,2156,,,,0.60767,,,True,,2,976.00000,,,,,
28056,Micromonosporaceae,family,10699,10606,1673,1662,4120,4087,,,,0.15670,,,True,,2,201174.00000,1760.00000,85008.00000,28056.00000,,
85008,Micromonosporales,order,10699,10606,1673,1662,4286,4251,,,,0.15670,,,True,,2,201174.00000,1760.00000,85008.00000,,,
28211,Alphaproteobacteria,class,6427,6357,1597,1594,3408,3381,,,,0.25075,,,True,,2,1224.00000,28211.00000,,,,
1804986,Amycolatopsis albispora,species,8859,8740,1599,1577,2929,2891,95869.00000,78054.00000,0.81417,0.18043,1.00000,False,True,1.37279,2,201174.00000,1760.00000,85010.00000,2070.00000,1813.00000,1804986.00000
648800,Solibacillus,genus,5381,5200,1518,1500,2774,2710,13238.00000,11646.00000,0.87974,0.28846,1.00000,False,True,1.29935,2,1239.00000,91061.00000,1385.00000,186818.00000,648800.00000,
280236,Nocardiopsis gilva,species,4515,4497,1416,1415,2174,2169,94980.00000,82676.00000,0.87046,0.31465,1.00000,False,True,1.21418,2,201174.00000,1760.00000,85012.00000,83676.00000,2013.00000,280236.00000
1851,Saccharomonospora,genus,6773,6674,1312,1293,2722,2683,14395.00000,12433.00000,0.86370,0.19374,1.00000,False,True,1.47379,2,201174.00000,1760.00000,85010.00000,2070.00000,1851.00000,
135619,Oceanospirillales,order,2684,2676,1223,1223,1657,1656,,,,0.45703,,,True,,2,1224.00000,1236.00000,135619.00000,,,
117743,Flavobacteriia,class,1892,1889,1225,1223,1458,1456,,,,0.64743,,,True,,2,976.00000,117743.00000,117743.00000,117743.00000,117743.00000,117743.00000
200644,Flavobacteriales,order,1876,1873,1225,1223,1443,1441,,,,0.65296,,,True,,2,976.00000,117743.00000,200644.00000,,,
49546,Flavobacteriaceae,family,1853,1850,1210,1208,1407,1405,,,,0.65297,,,True,,2,976.00000,117743.00000,200644.00000,49546.00000,,
1827,Rhodococcus,genus,9209,9119,1206,1199,2949,2924,,,,0.13148,,,True,,2,201174.00000,1760.00000,85007.00000,85025.00000,1827.00000,
1814,Amycolatopsis methanolica,species,7255,7158,1165,1149,2227,2198,69136.00000,54874.00000,0.79371,0.16052,1.00000,False,True,1.37422,2,201174.00000,1760.00000,85010.00000,2070.00000,1813.00000,1814.00000
28256,Halomonadaceae,family,2378,2375,1140,1140,1489,1488,,,,0.48000,,,True,,2,1224.00000,1236.00000,135619.00000,28256.00000,,
85009,Propionibacteriales,order,9692,9622,1090,1082,3431,3405,,,,0.11245,,,True,,2,201174.00000,1760.00000,85009.00000,,,
2759,Eukaryota,superkingdom,3642,3240,1092,1081,2257,2137,,,,0.33364,,,True,,2759,,,,,,
104204,Streptomonospora,genus,3907,3888,1049,1046,1904,1896,9682.00000,8916.00000,0.92088,0.26903,1.00000,False,True,1.48073,2,201174.00000,1760.00000,85012.00000,83676.00000,104204.00000,
2498135,Streptomonospora sp. M2,species,3903,3884,1049,1046,1737,1729,97924.00000,89906.00000,0.91812,0.26931,1.00000,False,True,1.46994,2,201174.00000,1760.00000,85012.00000,83676.00000,104204.00000,2498135.00000
182709,Oceanobacillus,genus,3119,3090,1003,1000,1695,1686,9204.00000,8409.00000,0.91362,0.32362,1.00000,False,True,1.33470,2,1239.00000,91061.00000,1385.00000,186817.00000,182709.00000,
530584,Prauserella marina,species,5116,5038,1010,992,1753,1726,96879.00000,90177.00000,0.93082,0.19690,1.00000,False,True,1.68976,2,201174.00000,1760.00000,85010.00000,2070.00000,142577.00000,530584.00000
142577,Prauserella,genus,5117,5039,1010,992,2082,2051,9585.00000,8906.00000,0.92916,0.19686,1.00000,False,True,1.68335,2,201174.00000,1760.00000,85010.00000,2070.00000,142577.00000,
28216,Betaproteobacteria,class,4939,4915,930,929,2379,2371,,,,0.18901,,,True,,2,1224.00000,28216.00000,,,,
1873,Micromonospora,genus,7130,7072,926,921,2314,2296,,,,0.13023,,,True,,2,201174.00000,1760.00000,85008.00000,28056.00000,1873.00000,
2169540,Lysinibacillus sp. 2017,species,3537,3409,867,859,1474,1443,98118.00000,87665.00000,0.89347,0.25198,1.00000,False,True,1.42485,2,1239.00000,91061.00000,1385.00000,186817.00000,400634.00000,2169540.00000
163877,Virgibacillus necropolis,species,2438,2414,855,851,1276,1268,98060.00000,90523.00000,0.92314,0.35253,1.00000,False,True,1.30836,2,1239.00000,91061.00000,1385.00000,186817.00000,84406.00000,163877.00000
2014,Nocardiopsis dassonvillei,species,3773,3762,821,819,1496,1492,39267.00000,26934.00000,0.68592,0.21770,1.00000,False,True,0.98093,2,201174.00000,1760.00000,85012.00000,83676.00000,2013.00000,2014.00000
85023,Microbacteriaceae,family,6112,6065,823,818,2096,2080,,,,0.13487,,,True,,2,201174.00000,1760.00000,85006.00000,85023.00000,,
33910,Amycolatopsis mediterranei,species,6809,6723,814,805,1794,1775,90941.00000,59942.00000,0.65913,0.11974,1.00000,False,True,1.18801,2,201174.00000,1760.00000,85010.00000,2070.00000,1813.00000,33910.00000
85015,Nocardioidaceae,family,7612,7564,811,805,2450,2433,,,,0.10643,,,True,,2,201174.00000,1760.00000,85009.00000,85015.00000,,
1817,Nocardia,genus,6787,6732,802,794,2076,2059,,,,0.11794,,,True,,2,201174.00000,1760.00000,85007.00000,85025.00000,1817.00000,
175304,Lentibacillus,genus,1866,1845,782,781,1139,1132,9749.00000,9376.00000,0.96174,0.42331,1.00000,False,True,1.33105,2,1239.00000,91061.00000,1385.00000,186817.00000,175304.00000,
1472767,Lentibacillus amyloliquefaciens,species,1860,1839,782,781,1056,1052,98325.00000,94103.00000,0.95706,0.42469,1.00000,False,True,1.30454,2,1239.00000,91061.00000,1385.00000,186817.00000,175304.00000,1472767.00000
2048654,Solibacillus sp. R5-41,species,3335,3206,777,774,1327,1301,98630.00000,87313.00000,0.88526,0.24142,1.00000,False,True,1.42317,2,1239.00000,91061.00000,1385.00000,186818.00000,648800.00000,2048654.00000
186822,Paenibacillaceae,family,2898,2859,766,763,1460,1450,,,,0.26688,,,True,,2,1239.00000,91061.00000,1385.00000,186822.00000,,
80840,Burkholderiales,order,4107,4084,753,752,1617,1611,,,,0.18413,,,True,,2,1224.00000,28216.00000,80840.00000,,,
1763,Mycobacterium,genus,7098,7036,734,732,2041,2027,,,,0.10404,,,True,,2,201174.00000,1760.00000,85007.00000,1762.00000,1763.00000,
186826,Lactobacillales,order,3605,3227,735,731,1760,1722,,,,0.22653,,,True,,2,1239.00000,91061.00000,186826.00000,,,
90964,Staphylococcaceae,family,3691,3330,720,719,1595,1571,,,,0.21592,,,True,,2,1239.00000,91061.00000,1385.00000,90964.00000,,
2745,Halomonas,genus,1938,1935,687,687,1029,1029,14402.00000,12817.00000,0.88995,0.35504,1.00000,False,True,1.18864,2,1224.00000,1236.00000,135619.00000,28256.00000,2745.00000,
65496,Actinoalloteichus,genus,5354,5283,692,685,1709,1685,,,,0.12966,,,True,,2,201174.00000,1760.00000,85010.00000,2070.00000,65496.00000,
240495,Pseudonocardia dioxanivorans,species,3603,3569,682,678,1162,1154,96567.00000,82218.00000,0.85141,0.18997,1.00000,False,True,1.44817,2,201174.00000,1760.00000,85010.00000,2070.00000,1847.00000,240495.00000
76853,Solibacillus silvestris,species,3305,3160,660,648,1211,1177,35379.00000,29552.00000,0.83530,0.20506,1.00000,False,True,1.36591,2,1239.00000,91061.00000,1385.00000,186818.00000,648800.00000,76853.00000
2029,Kibdelosporangium,genus,5277,5217,633,627,1644,1627,19165.00000,17289.00000,0.90211,0.12018,1.00000,False,True,1.79712,2,201174.00000,1760.00000,85010.00000,2070.00000,2029.00000,
186801,Clostridia,class,2435,2411,615,613,1307,1297,,,,0.25425,,,True,,2,1239.00000,186801.00000,,,,
1279,Staphylococcus,genus,3287,2931,607,606,1271,1250,,,,0.20676,,,True,,2,1239.00000,91061.00000,1385.00000,90964.00000,1279.00000,1279.00000
1852,Saccharomonospora viridis,species,3778,3706,617,604,1190,1167,48835.00000,36666.00000,0.75081,0.16298,1.00000,False,True,1.26515,2,201174.00000,1760.00000,85010.00000,2070.00000,1851.00000,1852.00000
72274,Pseudomonadales,order,2883,2873,593,590,1216,1211,,,,0.20536,,,True,,2,1224.00000,1236.00000,72274.00000,,,
1268,Micrococcaceae,family,5179,5116,589,587,1649,1634,,,,0.11474,,,True,,2,201174.00000,1760.00000,85006.00000,1268.00000,,
2528243,Saccharomonospora sp. 31sw,species,4286,4225,589,584,1238,1226,97359.00000,82995.00000,0.85246,0.13822,1.00000,False,True,1.59125,2,201174.00000,1760.00000,85010.00000,2070.00000,1851.00000,2528243.00000
44249,Paenibacillus,genus,2222,2193,577,576,1024,1019,2698.00000,2581.00000,0.95663,0.26265,1.00000,False,True,1.64585,2,1239.00000,91061.00000,1385.00000,186822.00000,44249.00000,
356,Rhizobiales,order,3316,3288,564,563,1277,1268,,,,0.17123,,,True,,2,1224.00000,28211.00000,356.00000,,,
2651279,Pradoshia,genus,863,856,565,562,665,661,3149.00000,2966.00000,0.94189,0.65654,1.00000,False,True,0.76543,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,
2651284,Pradoshia sp. D12,species,863,856,565,562,633,630,31652.00000,29781.00000,0.94089,0.65654,1.00000,False,True,0.76118,2,1239.00000,91061.00000,1385.00000,186817.00000,2651279.00000,2651284.00000
2004,Streptosporangiaceae,family,4205,4170,564,561,1497,1487,,,,0.13453,,,True,,2,201174.00000,1760.00000,85012.00000,2004.00000,,
186802,Clostridiales,order,2207,2186,552,550,1112,1105,,,,0.25160,,,True,,2,1239.00000,186801.00000,186802.00000,,,
