taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,7579,7467,7246,7235,7391,7347,2,,,,,,
1239,Firmicutes,phylum,6989,6978,6184,6174,6535,6524,2,1239,,,,,
91061,Bacilli,class,6736,6725,5762,5752,6167,6157,2,1239,91061,,,,
1385,Bacillales,order,6490,6479,5309,5299,5791,5781,2,1239,91061,1385,,,
186817,Bacillaceae,family,5416,5406,3709,3701,4371,4363,2,1239,91061,1385,186817,,
1386,Bacillus,genus,2785,2782,1210,1210,1726,1725,2,1239,91061,1385,186817,1386,
84406,Virgibacillus,genus,1674,1667,773,768,1076,1070,2,1239,91061,1385,186817,84406,
2759,Eukaryota,superkingdom,836,723,502,499,645,604,2759,,,,,,
186818,Planococcaceae,family,1119,1117,318,318,624,623,2,1239,91061,1385,186818,,
182709,Oceanobacillus,genus,862,861,265,265,460,459,2,1239,91061,1385,186817,182709,
186822,Paenibacillaceae,family,591,590,240,239,359,358,2,1239,91061,1385,186822,,
1224,Proteobacteria,phylum,808,706,214,214,441,420,2,1224,,,,,
400634,Lysinibacillus,genus,697,696,200,200,349,349,2,1239,91061,1385,186817,400634,
186826,Lactobacillales,order,723,722,194,194,401,400,2,1239,91061,186826,,,
44249,Paenibacillus,genus,450,450,191,191,267,267,2,1239,91061,1385,186822,44249,
90964,Staphylococcaceae,family,615,614,169,169,314,314,2,1239,91061,1385,90964,,
186801,Clostridia,class,525,525,166,166,303,303,2,1239,186801,,,,
7711,Chordata,phylum,450,449,147,147,243,243,2759,7711,,,,,
186802,Clostridiales,order,482,482,146,146,264,264,2,1239,186801,186802,,,
175304,Lentibacillus,genus,419,419,145,145,225,225,2,1239,91061,1385,186817,175304,
1472767,Lentibacillus amyloliquefaciens,species,410,410,144,144,199,199,2,1239,91061,1385,186817,175304,1472767
1279,Staphylococcus,genus,556,555,143,143,260,259,2,1239,91061,1385,90964,1279,
163877,Virgibacillus necropolis,species,547,547,142,142,239,239,2,1239,91061,1385,186817,84406,163877
182710,Oceanobacillus iheyensis,species,561,560,131,131,222,222,2,1239,91061,1385,186817,182709,182710
1236,Gammaproteobacteria,class,498,396,99,99,218,205,2,1224,1236,,,,
2419842,Virgibacillus sp. Bac332,species,328,328,96,96,142,142,2,1239,91061,1385,186817,84406,2419842
2017483,Virgibacillus phasianinus,species,369,366,94,91,151,148,2,1239,91061,1385,186817,84406,2017483
1482,Virgibacillus halodenitrificans,species,451,451,82,82,164,164,2,1239,91061,1385,186817,84406,1482
1372,Planococcus,genus,275,274,79,79,135,135,2,1239,91061,1385,186818,1372,
32630,synthetic construct,species,560,497,77,77,184,166,32630,32630,32630,32630,32630,32630,32630
1569,Sporosarcina,genus,329,329,74,74,148,148,2,1239,91061,1385,186818,1569,
1911587,Virgibacillus sp. 6R,species,321,318,70,69,120,118,2,1239,91061,1385,186817,84406,1911587
648800,Solibacillus,genus,284,284,67,67,132,132,2,1239,91061,1385,186818,648800,
186820,Listeriaceae,family,246,246,61,61,118,118,2,1239,91061,1385,186820,,
186623,Actinopteri,class,335,334,59,59,122,122,2759,7711,186623,,,,
28211,Alphaproteobacteria,class,228,228,54,54,117,117,2,1224,28211,,,,
1637,Listeria,genus,209,209,54,54,96,96,2,1239,91061,1385,186820,1637,
81852,Enterococcaceae,family,262,262,53,53,112,112,2,1239,91061,186826,81852,,
