TaxID,Scientific_Name,Level,Total_Hits,Unique_Hits,Signature_Hits,Unique_Signature_Hits,Weighted_Support,Unique_Weighted_Support,Exp_Unique_Hits,Exp_Unique_Signature_Hits,Exp_Prop(USH/UH),Obs_Prop(USH/UH),P_value,Significant,User_Filter,Cohens H,Superkingdom,Phylum,Class,Order,Family,Genus,Species
2,Bacteria,superkingdom,7579,7467,7246,7235,7391,7347,,,,0.96893,,,True,,2,,,,,,
1239,Firmicutes,phylum,6989,6978,6184,6174,6535,6524,,,,0.88478,,,True,,2,1239.00000,,,,,
91061,Bacilli,class,6736,6725,5762,5752,6167,6157,,,,0.85532,,,True,,2,1239.00000,91061.00000,,,,
1385,Bacillales,order,6490,6479,5309,5299,5791,5781,,,,0.81787,,,True,,2,1239.00000,91061.00000,1385.00000,,,
186817,Bacillaceae,family,5416,5406,3709,3701,4371,4363,,,,0.68461,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,,
1386,Bacillus,genus,2785,2782,1210,1210,1726,1725,,,,0.43494,,,True,,2,1239.00000,91061.00000,1385.00000,186817.00000,1386.00000,
84406,Virgibacillus,genus,1674,1667,773,768,1076,1070,41905.00000,39439.00000,0.94115,0.46071,1.00000,False,True,1.15940,2,1239.00000,91061.00000,1385.00000,186817.00000,84406.00000,
2759,Eukaryota,superkingdom,836,723,502,499,645,604,,,,0.69018,,,True,,2759,,,,,,
186818,Planococcaceae,family,1119,1117,318,318,624,623,,,,0.28469,,,True,,2,1239.00000,91061.00000,1385.00000,186818.00000,,
182709,Oceanobacillus,genus,862,861,265,265,460,459,9204.00000,8409.00000,0.91362,0.30778,1.00000,False,True,1.36879,2,1239.00000,91061.00000,1385.00000,186817.00000,182709.00000,
186822,Paenibacillaceae,family,591,590,240,239,359,358,,,,0.40508,,,True,,2,1239.00000,91061.00000,1385.00000,186822.00000,,
1224,Proteobacteria,phylum,808,706,214,214,441,420,,,,0.30312,,,True,,2,1224.00000,,,,,
400634,Lysinibacillus,genus,697,696,200,200,349,349,38694.00000,33686.00000,0.87057,0.28736,1.00000,False,True,1.27406,2,1239.00000,91061.00000,1385.00000,186817.00000,400634.00000,
186826,Lactobacillales,order,723,722,194,194,401,400,,,,0.26870,,,False,,2,1239.00000,91061.00000,186826.00000,,,
44249,Paenibacillus,genus,450,450,191,191,267,267,2698.00000,2581.00000,0.95663,0.42444,1.00000,False,False,1.30293,2,1239.00000,91061.00000,1385.00000,186822.00000,44249.00000,
90964,Staphylococcaceae,family,615,614,169,169,314,314,,,,0.27524,,,False,,2,1239.00000,91061.00000,1385.00000,90964.00000,,
186801,Clostridia,class,525,525,166,166,303,303,,,,0.31619,,,False,,2,1239.00000,186801.00000,,,,
7711,Chordata,phylum,450,449,147,147,243,243,,,,0.32739,,,False,,2759,7711.00000,,,,,
186802,Clostridiales,order,482,482,146,146,264,264,,,,0.30290,,,False,,2,1239.00000,186801.00000,186802.00000,,,
175304,Lentibacillus,genus,419,419,145,145,225,225,9749.00000,9376.00000,0.96174,0.34606,1.00000,False,False,1.49001,2,1239.00000,91061.00000,1385.00000,186817.00000,175304.00000,
1472767,Lentibacillus amyloliquefaciens,species,410,410,144,144,199,199,98325.00000,94103.00000,0.95706,0.35122,1.00000,False,False,1.45547,2,1239.00000,91061.00000,1385.00000,186817.00000,175304.00000,1472767.00000
