taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,701130,566378,605195,512407,644343,537712,2,,,,,,
1224,Proteobacteria,phylum,479346,379075,373371,316073,407392,341109,2,1224,1224,1224,1224,1224,1224
1236,Gammaproteobacteria,class,321753,249360,228789,192996,257806,215001,2,1224,1236,1236,1236,1236,1236
1239,Firmicutes,phylum,173628,120197,106516,90442,123285,100752,2,1239,,,,,
135614,Xanthomonadales,order,142253,118445,104006,86739,119130,99256,2,1224,1236,135614,,,
72274,Pseudomonadales,order,128643,109299,102104,86854,111763,95000,2,1224,1236,72274,,,
32033,Xanthomonadaceae,family,140366,116829,97042,80938,113469,94548,2,1224,1236,135614,32033,,
28216,Betaproteobacteria,class,175015,131235,95838,81640,119601,100309,2,1224,28216,,,,
80840,Burkholderiales,order,168704,125911,90611,77239,111698,93764,2,1224,28216,80840,,,
468,Moraxellaceae,family,98777,83877,89167,75790,92807,78847,2,1224,1236,72274,468,,
469,Acinetobacter,genus,98047,83261,87747,74579,91607,77828,2,1224,1236,72274,468,469,
91061,Bacilli,class,148733,99011,86559,73381,100042,81420,2,1239,91061,,,,
1385,Bacillales,order,115048,82684,75298,63695,84005,69704,2,1239,91061,1385,,,
80864,Comamonadaceae,family,106786,90684,74490,63261,85590,72677,2,1224,28216,80840,80864,,
976,Bacteroidetes,phylum,80371,67606,64209,54280,70715,59652,2,976,,,,,
283,Comamonas,genus,85133,72223,46055,39123,56906,48312,2,1224,28216,80840,80864,283,
2759,Eukaryota,superkingdom,136431,87861,40003,34264,79377,59378,2759,,,,,,
117743,Flavobacteriia,class,54123,45317,38469,32404,44380,37305,2,976,117743,,,,
200644,Flavobacteriales,order,54117,45311,38462,32398,44239,37185,2,976,117743,200644,,,
40323,Stenotrophomonas,genus,111229,92393,37694,31406,61706,51356,2,1224,1236,135614,32033,40323,
49546,Flavobacteriaceae,family,51783,43439,36852,31074,42152,35481,2,976,117743,200644,49546,,
186817,Bacillaceae,family,66806,56149,31699,26923,46192,39010,2,1239,91061,1385,186817,,
225992,Comamonas kerstersii,species,51965,44077,22678,19315,29791,25332,2,1224,28216,80840,80864,283,225992
28211,Alphaproteobacteria,class,55944,35881,20248,17260,30748,24286,2,1224,28211,,,,
400634,Lysinibacillus,genus,48845,40913,19716,16696,29810,25135,2,1239,91061,1385,186817,400634,
186801,Clostridia,class,26967,22730,15676,13447,19691,16798,2,1239,186801,,,,
186802,Clostridiales,order,26385,22236,15345,13164,19070,16272,2,1239,186801,186802,,,
201174,Actinobacteria,phylum,35266,21461,14567,12437,19983,15957,2,201174,,,,,
186818,Planococcaceae,family,43579,36480,13999,11905,26466,22291,2,1239,91061,1385,186818,,
1608473,Acinetobacter sp. NCu2D-2,species,36830,31159,13242,11305,17676,15069,2,1224,1236,72274,468,469,1608473
1760,Actinobacteria,class,21828,18623,12992,11131,16036,13714,2,201174,1760,,,,
135621,Pseudomonadaceae,family,30700,26113,12700,10884,18361,15651,2,1224,1236,72274,135621,,
286,Pseudomonas,genus,30182,25685,11783,10112,16740,14290,2,1224,1236,72274,135621,286,286
7711,Chordata,phylum,62892,29041,11239,10472,21775,15886,2759,7711,,,,,
544448,Tenericutes,phylum,14339,11995,11190,9367,12400,10386,2,544448,,,,,
31969,Mollicutes,class,13997,11709,10773,9029,11864,9943,2,544448,31969,,,,
35493,Streptophyta,phylum,85000,43834,10306,8470,29964,20953,2759,35493,,,,,
186329,Acholeplasmatales,order,12149,10204,10258,8613,10898,9154,2,544448,31969,186329,,,
2146,Acholeplasmataceae,family,12148,10203,10258,8613,10846,9111,2,544448,31969,186329,2146,,
2147,Acholeplasma,genus,11931,10013,10166,8532,10699,8984,2,544448,31969,186329,2146,2147,
40674,Mammalia,class,21082,18577,9343,8754,12966,11809,2759,7711,40674,,,,
4447,Liliopsida,class,73110,33969,9054,7391,23345,15866,2759,35493,4447,,,,
38820,Poales,order,71518,32693,8935,7294,22402,15228,2759,35493,4447,38820,,,
4479,Poaceae,family,71497,32674,8934,7293,21904,15040,2759,35493,4447,38820,4479,,
338,Xanthomonas,genus,61845,51547,8347,6998,25080,20937,2,1224,1236,135614,32033,338,
648800,Solibacillus,genus,29464,24510,8242,7016,15559,13083,2,1239,91061,1385,186818,648800,
186826,Lactobacillales,order,59989,24102,8163,7118,17850,12115,2,1239,91061,186826,,,
264636,Acholeplasma hippikon,species,10064,8458,7757,6506,8495,7128,2,544448,31969,186329,2146,2147,264636
2169540,Lysinibacillus sp. 2017,species,25143,20883,7719,6527,11939,10040,2,1239,91061,1385,186817,400634,2169540
237,Flavobacterium,genus,21350,17868,7612,6442,11415,9637,2,976,117743,200644,49546,237,
117747,Sphingobacteriia,class,14896,12486,7395,6290,10185,8605,2,976,117747,,,,
200666,Sphingobacteriales,order,14874,12470,7395,6290,10137,8565,2,976,117747,200666,,,
84566,Sphingobacteriaceae,family,14807,12412,7395,6290,9995,8446,2,976,117747,200666,84566,,
1386,Bacillus,genus,25402,21369,7051,6024,12317,10459,2,1239,91061,1385,186817,1386,
85009,Propionibacteriales,order,10735,9177,6949,5959,8197,7018,2,201174,1760,85009,,,
85015,Nocardioidaceae,family,10074,8617,6789,5821,7796,6680,2,201174,1760,85009,85015,,
200643,Bacteroidia,class,12558,10657,6715,5797,8640,7407,2,976,200643,,,,
4512,Hordeum,genus,59474,23958,6689,5362,16189,10910,2759,35493,4447,38820,4479,4512,
4513,Hordeum vulgare,species,59473,23957,6689,5362,15773,10866,2759,35493,4447,38820,4479,4512,4513
171549,Bacteroidales,order,11897,10099,6528,5634,8262,7083,2,976,200643,171549,,,
225991,Comamonas aquatica,species,31984,27044,6261,5251,12004,10133,2,1224,28216,80840,80864,283,225991
