taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2,Bacteria,superkingdom,351315,286561,292979,255430,316016,269817,2,,,,,,
1224,Proteobacteria,phylum,245397,194223,182456,158615,201326,172372,2,1224,,,,,
1236,Gammaproteobacteria,class,163582,126287,111081,96376,126210,107844,2,1224,1236,,,,
135614,Xanthomonadales,order,69737,60242,51091,44076,58467,50483,2,1224,1236,135614,,,
1239,Firmicutes,phylum,93241,62238,50374,44319,60293,50199,2,1239,,,,,
72274,Pseudomonadales,order,62113,54055,48876,42558,53671,46726,2,1224,1236,72274,,,
32033,Xanthomonadaceae,family,68861,59469,47789,41243,55766,48155,2,1224,1236,135614,32033,,
28216,Betaproteobacteria,class,95182,69835,46837,40909,60266,51374,2,1224,28216,,,,
80840,Burkholderiales,order,92000,67098,44346,38711,56294,48015,2,1224,28216,80840,,,
468,Moraxellaceae,family,47175,41023,42394,36885,44208,38450,2,1224,1236,72274,468,,
469,Acinetobacter,genus,46829,40727,41762,36343,43664,37983,2,1224,1236,72274,468,469,
91061,Bacilli,class,80950,51434,40648,35754,48695,40360,2,1239,91061,,,,
80864,Comamonadaceae,family,51775,45050,36049,31403,41464,36094,2,1224,28216,80840,80864,,
1385,Bacillales,order,60094,42077,35177,30879,39943,34124,2,1239,91061,1385,,,
976,Bacteroidetes,phylum,37914,32937,30315,26399,33363,29023,2,976,,,,,
283,Comamonas,genus,41061,35709,21963,19136,27270,23749,2,1224,28216,80840,80864,283,
2759,Eukaryota,superkingdom,77261,47116,18578,16179,41773,30465,2759,,,,,,
40323,Stenotrophomonas,genus,54801,47221,18472,15908,30360,26174,2,1224,1236,135614,32033,40323,
117743,Flavobacteriia,class,25519,22150,18109,15762,20933,18207,2,976,117743,,,,
200644,Flavobacteriales,order,25517,22148,18108,15761,20864,18147,2,976,117743,200644,,,
49546,Flavobacteriaceae,family,24390,21178,17349,15087,19872,17277,2,976,117743,200644,49546,,
186817,Bacillaceae,family,31194,27387,14817,13096,21558,18979,2,1239,91061,1385,186817,,
225992,Comamonas kerstersii,species,24769,21577,10920,9493,14296,12439,2,1224,28216,80840,80864,283,225992
28211,Alphaproteobacteria,class,30879,18621,10311,8901,15937,12498,2,1224,28211,,,,
400634,Lysinibacillus,genus,22887,20140,9269,8247,13971,12365,2,1239,91061,1385,186817,400634,
186801,Clostridia,class,13349,11546,7713,6778,9689,8483,2,1239,186801,,,,
186802,Clostridiales,order,13068,11302,7582,6664,9392,8225,2,1239,186801,186802,186802,186802,186802
201174,Actinobacteria,phylum,19922,11292,7440,6514,10394,8326,2,201174,,,,,
1760,Actinobacteria,class,11009,9631,6714,5884,8195,7174,2,201174,1760,,,,
186818,Planococcaceae,family,20241,17654,6473,5657,12254,10697,2,1239,91061,1385,186818,,
135621,Pseudomonadaceae,family,15350,13390,6387,5592,9176,8025,2,1224,1236,72274,135621,,
35493,Streptophyta,phylum,53579,26528,6043,5074,17898,12442,2759,35493,,,,,
286,Pseudomonas,genus,15100,13171,5997,5258,8413,7363,2,1224,1236,72274,135621,286,
1608473,Acinetobacter sp. NCu2D-2,species,17373,14941,5987,5156,8086,6958,2,1224,1236,72274,468,469,1608473
4447,Liliopsida,class,47762,21458,5447,4528,14458,9773,2759,35493,4447,,,,
38820,Poales,order,46814,20661,5403,4487,13931,9421,2759,35493,4447,38820,,,
4479,Poaceae,family,46804,20651,5402,4486,13617,9319,2759,35493,4447,38820,4479,,
544448,Tenericutes,phylum,6717,5813,5250,4554,5820,5042,2,544448,,,,,
31969,Mollicutes,class,6542,5668,5047,4373,5549,4806,2,544448,31969,,,,
2146,Acholeplasmataceae,family,5702,4957,4789,4165,5072,4409,2,544448,31969,186329,2146,,
186329,Acholeplasmatales,order,5702,4957,4789,4165,5094,4428,2,544448,31969,186329,,,
2147,Acholeplasma,genus,5601,4862,4743,4128,5002,4348,2,544448,31969,186329,2146,2147,
4512,Hordeum,genus,40854,16411,4401,3593,10802,7332,2759,35493,4447,38820,4479,4512,
4513,Hordeum vulgare,species,40853,16410,4401,3593,10520,7306,2759,35493,4447,38820,4479,4512,4513
186826,Lactobacillales,order,38230,14080,4059,3622,10022,6525,2,1239,91061,186826,,,
338,Xanthomonas,genus,30245,26148,4015,3512,12230,10617,2,1224,1236,135614,32033,338,
32630,synthetic construct,species,161770,35728,3997,3283,31050,12315,32630,32630,32630,32630,32630,32630,32630
7711,Chordata,phylum,36923,14279,3995,3677,10187,6552,2759,7711,,,,,
648800,Solibacillus,genus,13634,11898,3757,3309,7161,6277,2,1239,91061,1385,186818,648800,
264636,Acholeplasma hippikon,species,4759,4132,3705,3225,4042,3515,2,544448,31969,186329,2146,2147,264636
85009,Propionibacteriales,order,5577,4888,3603,3145,4260,3726,2,201174,1760,85009,,,
2169540,Lysinibacillus sp. 2017,species,11800,10429,3596,3238,5580,4984,2,1239,91061,1385,186817,400634,2169540
237,Flavobacterium,genus,10065,8700,3570,3122,5383,4682,2,976,117743,200644,49546,237,
117747,Sphingobacteriia,class,7138,6173,3555,3087,4897,4246,2,976,117747,,,,
200666,Sphingobacteriales,order,7128,6163,3555,3087,4874,4226,2,976,117747,200666,,,
84566,Sphingobacteriaceae,family,7075,6114,3553,3085,4799,4160,2,976,117747,200666,84566,,
85015,Nocardioidaceae,family,5252,4608,3521,3075,4055,3547,2,201174,1760,85009,85015,,
1386,Bacillus,genus,11954,10415,3273,2865,5768,5034,2,1239,91061,1385,186817,1386,
1839,Nocardioides,genus,4945,4331,3193,2790,3698,3237,2,201174,1760,85009,85015,1839,
